"Player","Pos","Squad","id","Age","Season","RATING","Sh/90","np:G-xG","Dist","xG","npxG/Sh","Cmp%","PrgDist","A-xAG","PrgP","Crs","SCA90","PassLive","TO","GCA90","Tkl%","Blocks","Tkl+Int","Err","Def Pen","Att Pen","Succ%","44986","PrgR","Min%","Compl","onG","onGA","xG+/-90","CrdY","CrdR","Fls","Recov","Won%","def","mid","forw","Age^2"
"Adam MaruЕЎiД‡","defender","Lazio","d4535821","25","2018","77","0.68","0","17.5","1","0.06","80.8","3759","-0.3","59","56","2","41","2","0.13","64","24","56","0","43","47","44.9","37","141","61.7","20","32","29","0.22","2","1","31","111","54.4","1","0","0","625"
"Adam Ounas","midfielder","Napoli","ed90babd","21","2018","75","3.51","1.6","19.8","1.4","0.07","78.5","756","-1.9","30","19","6.19","28","3","0.17","18.2","7","7","1","1","30","55.9","11","77","15.7","0","9","4","0.74","0","0","4","30","33.3","0","1","0","441"
"Adama Soumaoro","defender","Lille","7b075c75","26","2018","78","0.31","-0.5","11.8","0.5","0.09","94.3","5089","0.7","25","0","0.26","4","0","0.05","66.7","3","35","1","111","13","75","8","1","50.4","17","35","19","0.44","6","1","26","119","60","1","0","0","676"
"Ademola Lookman","forward","Everton","7c104bb7","20","2018","76","1.75","-1.4","18.6","1.4","0.12","81.8","697","0.6","24","15","3.93","17","7","0.87","66.7","7","22","0","1","29","65.7","12","52","18.1","2","13","8","0.54","0","0","8","41","54.5","0","0","1","400"
"Admir Mehmedi","forward","Wolfsburg","b500b384","27","2018","78","1.91","2","17.1","4","0.11","71.7","2441","1.4","74","78","4.15","47","3","0.53","40.9","23","58","0","9","78","44.8","28","176","55.3","7","35","25","0.04","1","0","28","84","38.1","0","0","1","729"
"Adnan Januzaj","forward","Real Sociedad","4737cebe","23","2018","79","2.3","-1.4","19.9","2.4","0.08","66.2","2270","0","54","118","4.95","33","7","0.5","23.1","22","17","0","9","57","61.9","30","173","36.7","8","21","11","0.33","1","0","16","59","17.6","0","0","1","529"
"Adrien Tameze","midfielder","Nice","8da74c05","24","2018","75","0.58","-1","19.8","1","0.05","88.8","6862","1.6","163","5","1.84","51","3","0.09","42.4","25","130","1","116","21","59.7","126","60","86","23","25","33","-0.24","7","0","45","182","45.1","0","1","0","576"
"Adrien Thomasson","midfielder","Strasbourg","c76b7567","24","2018","76","1.92","0.6","18.7","4.5","0.08","75.4","2764","4.3","104","64","3.41","69","10","0.54","31.8","38","72","1","12","71","65.6","44","193","72.5","13","41","33","-0.17","5","1","24","166","23.7","0","1","0","576"
"Ainsley Maitland-Niles","defender","Arsenal","e3a5814e","20","2018","75","0.46","0.1","15.4","0.9","0.18","78.8","2349","0.1","60","18","1.73","16","1","0.18","50","16","52","2","29","23","57.6","27","66","28.9","8","17","17","-0.29","2","1","8","59","33.3","1","0","0","400"
"Alberto Grassi","midfielder","Parma","6cc97b6a","23","2018","75","0.97","-0.9","13.6","0.9","0.19","79","339","-0.1","7","3","0.97","4","0","0.39","20","6","28","0","11","6","71.4","9","10","13.5","3","8","6","-0.45","0","0","9","22","50","0","1","0","529"
"Albin Ekdal","midfielder","Sampdoria","f503ea63","29","2018","76","0.51","-0.9","22.5","0.9","0.06","86.3","6350","-1","129","3","1.9","43","4","0.14","54.4","24","114","1","108","14","83.3","132","25","77.4","22","47","38","-0.09","6","0","46","213","57.1","0","1","0","841"
"Alessandro Bastoni","defender","Parma","75b86fb3","19","2018","72","0.16","0.4","12.1","0.6","0.19","80.6","3520","-0.4","32","3","0.21","4","0","0","40","6","47","0","133","6","71.4","36","1","49.4","17","22","31","-0.65","2","0","16","69","46.8","1","0","0","361"
"Alessandro Florenzi","midfielder","Roma","e288d4b3","27","2018","81","1.44","0.8","21.3","2.2","0.06","76.5","8448","-2.4","154","129","3.88","67","2","0.41","45.9","34","84","0","78","38","33.3","113","101","63.7","16","40","28","0.4","5","1","15","143","38.5","0","1","0","729"
"Alessandro SchГ¶pf","forward","Schalke 04","106bca06","24","2018","77","1.61","-0.2","20.5","1.2","0.07","79.3","1365","-1.4","35","14","2.42","23","1","0.18","41.4","17","35","0","12","18","59.3","29","49","32.8","8","15","16","0.25","3","0","28","89","33.3","0","0","1","576"
"Alessio Romagnoli","defender","Milan","3ead85f9","23","2018","83","0.35","1.1","14.6","0.9","0.08","90.9","10433","-0.2","86","2","0.63","17","0","0.09","84.2","8","71","1","257","17","100","50","3","83.2","30","44","32","0.18","6","1","20","127","68.3","1","0","0","529"
"Alex Ferrari","defender","Sampdoria","d0dbca9f","24","2018","69","0","0","0","0","0","87.8","2016","0","13","1","0.5","2","0","0","71.4","3","19","0","39","6","0","13","3","15.8","6","8","9","0.08","2","0","3","26","75","1","0","0","576"
"Alex Iwobi","forward","Arsenal","6ca5ec4b","22","2018","79","1.6","-0.5","15.8","3.5","0.1","74.6","3123","-1","141","57","3.84","77","3","0.5","24","34","40","1","16","111","54.1","53","234","57.6","7","42","32","0.32","0","0","8","90","16","0","0","1","484"
"Alex Oxlade-Chamberlain","midfielder","Liverpool","38c7feef","24","2018","80","4.29","-0.5","10","0.5","0.54","76.9","67","-0.1","4","0","12.86","2","1","0","100","0","2","0","0","1","100","3","1","0.6","0","1","0","7.65","0","0","0","1","0","0","1","0","576"
"Alex Sandro","defender","Juventus","0d82903c","27","2018","85","0.83","-0.5","15","1.5","0.07","80.7","7764","-0.4","163","116","2.9","69","2","0.23","58.3","48","106","0","95","45","51.8","125","163","69.8","21","50","19","0.77","7","0","49","163","59.1","1","0","0","729"
"Alexander Djiku","defender","Caen","43e7a164","23","2018","77","0.23","-0.2","11.1","1.2","0.17","82.9","9459","-0.3","68","3","0.72","18","0","0.07","53.5","12","131","3","212","17","61.5","51","3","80.5","30","19","40","-0.65","9","1","50","175","61","1","0","0","529"
"Alexander Hack","defender","Mainz 05","a5ec3ede","24","2018","74","1.06","0.1","13.9","0.9","0.07","75.3","3809","0.5","46","2","1.68","13","1","0.18","67.9","8","70","2","95","12","80","46","2","33.3","9","16","26","-0.46","1","0","13","80","59.5","1","0","0","576"
"Alexandre Lacazette","forward","Arsenal","9dbb75ca","27","2018","86","2.91","1.3","14.4","11.7","0.14","72","1895","4.3","92","29","3.02","55","16","0.54","17.9","39","50","0","32","178","66.7","36","265","73.2","18","51","31","0.07","2","0","51","73","33.1","0","0","1","729"
"Alexis SГЎnchez","forward","Manchester Utd","2c0f8e9e","29","2018","82","1.74","-0.5","16.9","1.5","0.09","70.9","1349","0","50","24","4.6","33","5","0.61","38.5","11","26","0","1","48","51.9","29","89","25.7","1","19","10","0.16","3","0","14","39","24.1","0","0","1","841"
"Alfred Duncan","midfielder","Sassuolo","528492ea","25","2018","75","1.22","2.9","22","1.1","0.05","79.6","3041","1.2","109","25","3.07","56","4","0.39","39.6","17","48","0","26","26","55.9","62","59","54","14","32","35","-0.52","7","1","37","113","33.3","0","1","0","625"
"Allan Saint-Maximin","forward","Nice","2b16cb1a","21","2018","79","2.27","-1.3","20.5","7.8","0.09","72.1","2227","-3.6","93","82","4.31","72","40","0.34","14.3","40","16","0","8","166","56.7","54","309","84.8","21","28","29","0.01","2","0","12","105","49.2","0","0","1","441"
"Almamy TourГ©","forward","Eint Frankfurt","c8c60119","22","2018","74","0.35","-0.1","13.9","0.1","0.06","72.2","1194","0","23","6","0.69","4","0","0","62.5","7","27","0","33","4","84.6","24","6","17","5","10","11","0.26","0","0","5","42","51.7","0","0","1","484"
"Amadou Diawara","midfielder","Napoli","bf309d24","21","2018","75","1.36","-0.4","24.8","0.4","0.04","92.5","1914","-0.2","40","0","2.86","16","2","0.14","80","3","23","0","19","3","100","51","6","19.3","3","15","5","0.96","4","0","15","56","60","0","1","0","441"
"Ambroise Oyongo","defender","Montpellier","e3e05edf","27","2018","74","0.51","0.9","19.7","1.1","0.09","69.8","5768","-1.2","87","65","1.94","35","5","0.13","52.6","36","82","0","48","20","53.7","47","109","62.5","19","33","27","0.17","5","0","23","108","27.7","1","0","0","729"
"Amine Harit","midfielder","Schalke 04","e7d59f4f","21","2018","79","1","0","22.2","1","0.09","79.6","1398","-0.2","59","3","3.99","32","1","0.17","33.3","12","24","0","4","26","69.2","38","89","35.4","5","12","20","-0.1","1","0","9","68","31.8","0","1","0","441"
"Anastasios Donis","forward","Stuttgart","0f26fd24","21","2018","73","2.81","2.1","18.4","2.9","0.1","71.3","241","1","8","25","1.97","14","4","0.28","27.3","8","19","0","2","37","62.1","3","79","31.4","1","12","19","-0.5","4","0","21","28","21.7","0","0","1","441"
"Ander Herrera","midfielder","Manchester Utd","436a9dd0","28","2018","82","1.35","0.7","20.1","1.3","0.06","87.1","3843","1.4","93","6","2.5","33","1","0.39","34.4","19","91","1","50","20","70.6","70","30","41","9","33","18","0.43","4","0","21","114","26.3","0","1","0","784"
"Andrea Conti","defender","Milan","8fef5412","24","2018","75","0","0","0","0","0","82.1","1793","0.9","34","20","2.89","13","0","0.36","22.2","10","24","1","16","8","71.4","21","38","14.6","1","8","3","0.09","3","0","11","22","45.5","1","0","0","576"
"Andrea Petagna","forward","SPAL","03f946ed","23","2018","77","2.46","1.3","16.6","13.5","0.11","77.3","1525","-1.2","68","33","2.5","65","7","0.24","22.2","31","19","0","25","136","44.1","41","202","88.6","21","42","51","-0.13","8","0","44","78","36.6","0","0","1","529"
"Andrea Ranocchia","midfielder","Inter","539230cf","30","2018","75","2.9","-0.1","13","0.1","0.06","53.3","200","0","1","0","0","0","0","0","0","0","2","0","2","3","0","3","1","1.8","0","2","0","-0.3","1","0","4","0","46.2","0","1","0","900"
"Andreas Christensen","defender","Chelsea","1cb49278","22","2018","80","0","0","0","0","0","92.8","2566","0","35","0","0.44","3","0","0","40","4","14","0","35","3","100","20","1","18","6","16","7","1.08","1","0","8","49","54.5","1","0","0","484"
"Andrei Girotto","midfielder","Nantes","3befc2b6","26","2018","77","1.22","0.9","24.4","1.1","0.05","79.1","3670","-0.4","81","4","1.1","15","0","0","45.5","16","86","1","56","9","50","52","10","43.1","12","25","16","0.34","6","3","35","86","57.9","0","1","0","676"
"Andrej KramariД‡","midfielder","Hoffenheim","603cb947","27","2018","83","3.91","-4.3","18.6","21","0.16","76.1","3175","-1.7","128","92","4.88","87","11","0.41","15.4","31","17","0","23","151","53.8","77","198","78.3","18","55","38","0.75","2","0","7","112","28.6","0","1","0","729"
"Andrew Robertson","defender","Liverpool","2e4f5f03","24","2018","85","0.45","-0.7","18.5","0.7","0.05","80.5","12053","3.8","244","135","2.63","87","3","0.5","55.7","51","109","3","64","87","58.3","155","263","94","33","81","20","1.15","4","0","18","223","46.2","1","0","0","576"
"Andriy Yarmolenko","midfielder","West Ham","849c826a","28","2018","79","1.76","0.9","17.1","1.1","0.12","78","562","-0.8","22","10","2.35","11","0","0","66.7","6","6","2","2","19","66.7","8","28","13.4","1","5","6","-0.27","2","0","8","29","50","0","1","0","784"
"Andros Townsend","forward","Crystal Palace","b28bbd58","27","2018","78","1.88","1.4","22.1","4.6","0.07","71.2","3530","0.4","106","161","4.34","107","14","0.33","39.3","61","100","0","36","88","58","69","280","88","21","41","46","0.01","1","0","10","193","25","0","0","1","729"
"AndrГ© Hahn","forward","Augsburg","cd82452e","27","2018","74","1.62","1.1","17.2","2.9","0.08","53.2","1496","-0.1","29","82","2.24","39","0","0.31","41.5","47","91","0","35","64","39.5","18","127","67.1","19","37","43","-0.45","7","0","67","108","45.4","0","0","1","729"
"AndrГ©s Guardado","forward","Betis","ef322658","31","2018","81","1","-1.4","23.5","1.4","0.06","86.3","5869","0.4","151","49","2.74","59","1","0.23","23.4","21","52","1","42","25","68.6","118","85","68.3","19","31","40","0.02","8","0","44","155","35.7","0","0","1","961"
"Andy Delort","forward","Montpellier","d33c706e","26","2018","78","3.35","-1.8","20.2","15.2","0.11","58.9","3135","-1.3","102","138","3.29","76","17","0.26","23.5","55","38","0","11","158","57.4","67","345","91.1","19","49","35","0.32","4","0","93","94","44.4","0","0","1","676"
"Angelo Fulgini","midfielder","Angers","4b96c347","21","2018","75","1.6","0.9","17.6","3.1","0.11","74.3","2643","-2.6","87","46","3.8","51","3","0.11","38.7","28","66","0","19","66","41.3","39","127","47.8","4","25","29","0.25","1","0","21","104","46.3","0","1","0","441"
"Angelo Ogbonna","defender","West Ham","74b2cd7e","30","2018","77","0.67","-0.8","8.9","1.8","0.13","83.3","4488","0.1","43","0","0.77","9","0","0.1","60.9","2","66","0","129","22","100","30","1","54.8","20","24","36","-0.75","2","0","15","93","68.7","1","0","0","900"
"Ante RebiД‡","forward","Eint Frankfurt","536cebe5","24","2018","80","2.78","-0.2","16.7","9.2","0.16","53.5","1050","-1.4","59","43","4","52","19","0.41","41.7","29","30","0","4","108","50.5","24","193","64.6","11","37","29","0.22","4","1","47","77","41.1","0","0","1","576"
"Anthony Martial","forward","Manchester Utd","8b788c01","22","2018","83","2.11","3.6","16.1","6.2","0.16","76.2","1803","-0.9","66","34","3.83","55","6","0.67","9.1","26","12","0","9","123","49.2","34","205","47.4","7","30","25","0.21","2","0","14","67","50","0","0","1","484"
"Antoine Griezmann","forward","AtlГ©tico Madrid","df69b544","27","2018","89","3.1","0.4","19.8","13.9","0.11","74.4","4255","0.3","136","101","3.77","94","4","0.39","28.6","42","43","0","26","138","45.5","79","241","93.5","31","52","29","0.16","5","0","18","118","42.3","0","0","1","729"
"Antonio Candreva","forward","Inter","356c9002","31","2018","79","3.76","-1","20.1","2","0.09","69","866","-1.1","17","71","5.57","18","1","0.54","12.5","16","5","0","4","31","54.5","12","75","14.7","0","11","4","1.04","0","0","8","19","25","0","0","1","961"
"Antonio RГјdiger","defender","Chelsea","18b896d6","25","2018","82","0.85","-1.5","18.5","2.5","0.09","91.2","15388","-0.6","174","1","1","26","0","0.09","55.6","7","66","1","191","25","80","137","1","83.9","30","50","35","0.46","7","0","28","206","53.3","1","0","0","625"
"Antonio Sanabria","forward","Betis","0a447501","22","2018","77","1.78","-1.5","12.1","3.3","0.16","73","212","0","9","2","1.11","6","2","0.11","16.7","6","11","0","7","27","80","4","27","23.7","4","14","12","-0.18","2","0","10","14","47.7","0","0","1","484"
"AntonГ­n BarГЎk","midfielder","Udinese","01efac19","23","2018","77","1.09","-0.2","22.3","0.2","0.05","81.8","421","-0.2","11","5","1.37","4","0","0.27","18.2","2","11","0","3","1","75","12","11","9.6","0","3","10","-1.39","0","0","4","21","50","0","1","0","529"
"Arkadiusz Milik","forward","Napoli","85613cf0","24","2018","83","4.17","3.1","15.3","13.9","0.13","81.3","964","0","57","5","2.63","56","1","0.23","5","7","22","0","19","131","47.1","26","169","70.1","17","55","25","0.57","4","0","43","47","39.1","0","0","1","576"
"Armando Izzo","defender","Torino","89976232","26","2018","81","0.69","1.1","13.1","2.9","0.12","77.2","9173","-0.1","165","20","0.94","28","0","0.14","62.3","25","164","2","194","39","64.3","136","26","95.6","34","50","32","0","6","0","56","252","66.9","1","0","0","676"
"Arne Maier","midfielder","Hertha BSC","ab700320","19","2018","76","0.87","-0.8","24.7","0.8","0.04","85.8","4444","-1.8","108","9","1.61","31","3","0.09","24","22","59","0","48","15","71","71","40","67.5","18","35","40","-0.45","2","0","17","148","48.8","0","1","0","361"
"Arthur Masuaku","defender","West Ham","57df7a11","24","2018","76","0.2","-0.1","26.7","0.1","0.03","79.9","5290","0.2","96","37","1.79","31","1","0.05","55.4","32","93","0","93","17","72","70","53","51.4","18","31","29","-0.29","2","0","16","146","51.2","1","0","0","576"
"Ashley Barnes","forward","Burnley","2691c772","28","2018","78","2.37","-2.2","14.7","13.8","0.19","57.7","942","-1.3","41","6","1.92","30","0","0.23","20.7","18","30","0","34","106","53.8","23","142","69.8","16","35","41","-0.16","8","0","54","77","34.8","0","0","1","784"
"Ashley Westwood","midfielder","Burnley","495945ef","28","2018","77","0.7","0.1","22.2","1.9","0.09","73.3","6536","2.2","175","87","2.65","58","1","0.38","35.9","23","105","2","74","22","57.1","127","40","82.6","30","44","55","-0.31","5","0","30","234","51.4","0","1","0","784"
"Ashley Young","defender","Manchester Utd","be927d03","33","2018","77","0.42","1.5","21.5","0.5","0.04","72.2","9688","-1.1","155","197","2.7","42","1","0.32","51.3","53","107","0","100","20","50","95","124","75.1","27","50","43","0.26","9","1","37","166","64.5","1","0","0","1089"
"Aymen Barkok","midfielder","DГјsseldorf","a2a85828","20","2018","70","0.88","-0.5","24","0.5","0.1","74.1","805","-0.2","25","12","1.23","7","0","0","21.1","6","17","0","4","4","70","14","24","16.7","2","8","16","-0.96","0","0","9","42","60","0","1","0","400"
"Aymeric Laporte","defender","Manchester City","119b9a8e","24","2018","87","0.77","0","16","3","0.12","91.8","16750","2.2","294","6","1.18","37","1","0.18","64.7","7","81","2","177","31","50","265","9","89.4","33","88","21","1.49","3","0","21","182","58","1","0","0","576"
"AГЇssa Mandi","defender","Betis","fbd6378b","26","2018","80","0.18","0.4","13.4","0.6","0.11","92","15490","-0.5","172","19","1.15","39","0","0.06","41.4","16","93","2","221","24","77.8","182","17","89.4","32","40","46","-0.15","10","0","56","143","58.2","1","0","0","676"
"Baptiste Santamaria","midfielder","Angers","5e22e2a4","23","2018","78","0.67","-0.4","24.5","1.4","0.06","80.4","5779","-0.5","140","11","1.33","36","4","0.08","48.1","15","175","2","72","12","63.6","99","20","94.9","33","38","48","0.03","2","0","50","240","48.7","0","1","0","529"
"Bartosz BereszyЕ„ski","defender","Sampdoria","61b3978f","26","2018","73","0.37","-0.3","23.7","0.3","0.03","82.2","7514","1.3","150","53","1.35","31","0","0.16","47.1","38","77","0","82","13","62.2","113","97","64.3","22","40","33","-0.28","6","1","25","131","44.1","1","0","0","676"
"Ben Chilwell","defender","Leicester City","d2424d1b","21","2018","79","0.61","-1.1","21.4","1.1","0.05","69.6","7782","1.1","146","132","2.53","63","9","0.22","43.6","55","93","0","127","53","57.6","111","215","94.7","36","50","43","0.24","4","0","32","185","60.3","1","0","0","441"
"Ben Davies","defender","Tottenham","44781702","25","2018","79","0.68","-0.5","20.9","0.5","0.04","80.7","6057","-2.1","101","43","1.81","26","0","0.15","70.4","34","79","1","78","29","25","70","117","53.9","18","36","26","0.28","2","0","18","92","55","1","0","0","625"
