Player,Pos,Squad,id,Age,Season,RATING,Sh/90,np:G-xG,Dist,npxG/Sh,Cmp%,A-xAG,Crs,TO,Tkl%,Tkl+Int,Err,Def Pen,Succ%,44986,onGA,xG+/-90,CrdY,CrdR,Won%,def,mid,forw,Age^2
Jonas Martin,midfielder,Strasbourg,468fdbad,28,2018,77,0.74,-0.5,21.9,0.09,87.3,-0.7,20,2,51.5,76,0,69,70.4,121,28,-0.09,9,0,47.2,0,1,0,784
Jonathan Bamba,forward,Lille,b2bd0f6c,22,2018,78,1.98,4.4,20.1,0.12,77.0,-2.3,56,7,33.3,70,0,9,44.7,82,29,0.45,4,0,42.9,0,0,1,484
Jonathan Schmid,defender,Augsburg,088ca1bd,28,2018,75,0.61,2.2,27.6,0.05,78.5,3.7,122,2,57.1,87,2,83,51.6,69,58,-0.56,1,0,51.9,1,0,0,784
Jonathan Tah,defender,Leverkusen,bd142efb,22,2018,83,0.37,1.9,10.6,0.1,89.6,0.4,3,0,53.1,89,1,196,85.0,187,51,0.43,3,0,69.2,1,0,0,484
Jonjo Shelvey,midfielder,Newcastle Utd,3727dd3c,26,2018,77,2.18,0.1,28.9,0.04,67.6,-0.7,50,4,47.1,29,0,17,83.3,74,13,-0.31,1,0,58.3,0,1,0,676
Jonjoe Kenny,defender,Everton,099e666f,21,2018,73,0.34,-0.1,22.8,0.03,73.8,0.4,17,0,55.6,38,1,37,50.0,42,15,-0.14,1,0,67.6,1,0,0,441
Jonny Evans,defender,Leicester City,f8fcd2a5,30,2018,79,0.5,0.1,9.9,0.08,84.7,-0.3,1,0,72.2,57,3,182,0.0,41,26,0.31,2,0,66.1,1,0,0,900
Jordan Amavi,defender,Marseille,22721b88,24,2018,74,0.99,-0.8,24.3,0.03,75.0,0.0,82,2,62.5,120,4,79,53.5,47,34,0.09,7,2,69.6,1,0,0,576
Jordan Ayew,forward,Crystal Palace,da052c14,26,2018,75,2.06,-1.9,14.6,0.11,73.1,0.8,15,1,30.0,45,0,7,42.3,11,13,-0.11,3,0,26.4,0,0,1,676
Jordan Ferri,midfielder,NГ®mes,375622c5,26,2018,74,0.72,1.3,21.7,0.04,80.7,-1.9,21,3,41.9,67,1,15,54.0,119,31,0.05,5,0,40.4,0,1,0,676
Jordan Henderson,midfielder,Liverpool,935e6b8f,28,2018,83,0.72,-0.5,18.8,0.09,85.6,1.2,38,0,41.0,76,0,35,50.0,158,14,0.98,2,1,54.5,0,1,0,784
Jordan Torunarigha,defender,Hertha BSC,f86cabbd,20,2018,72,0.54,0.9,10.9,0.16,78.4,1.2,3,1,64.3,63,0,61,20.0,17,16,-0.04,3,1,70.4,1,0,0,400
Jordan Veretout,midfielder,Fiorentina,4a56052c,25,2018,78,0.98,-1.2,28.0,0.04,77.5,-3.1,139,4,40.4,110,2,67,65.6,217,39,0.34,12,1,37.9,0,1,0,625
Jorginho,midfielder,Chelsea,45db685d,26,2018,83,0.51,0.4,26.2,0.03,88.9,-3.2,2,0,46.9,140,1,106,55.6,336,37,0.52,8,0,36.4,0,1,0,676
Joselu,forward,Newcastle Utd,6265208f,28,2018,74,2.57,0.4,13.8,0.09,61.3,0.0,3,0,44.4,17,0,15,20.0,5,15,-1.13,1,0,51.8,0,0,1,784
Joshua Kimmich,forward,Bayern Munich,49296448,23,2018,86,0.74,-0.2,18.5,0.09,85.4,0.8,254,7,46.3,80,3,88,61.3,168,32,1.72,4,0,52.2,0,0,1,529
Joshua King,forward,Bournemouth,43458538,26,2018,79,2.01,-1.7,16.3,0.13,68.5,-0.8,43,10,27.6,37,0,26,51.6,41,57,-0.08,3,0,43.1,0,0,1,676
Josip Brekalo,forward,Wolfsburg,d4a2533d,20,2018,76,1.65,0.7,19.8,0.09,67.8,1.6,56,1,27.8,27,1,8,50.8,45,28,-0.32,2,0,28.6,0,0,1,400
Josuha Guilavogui,midfielder,Wolfsburg,e6c43eec,27,2018,80,0.4,1.0,14.1,0.15,81.2,0.7,4,0,56.0,74,2,71,80.0,48,26,-0.12,5,0,59.2,0,1,0,729
JosГ© CallejГіn,midfielder,Napoli,78841da9,31,2018,84,2.07,-2.7,17.1,0.09,80.8,1.7,158,2,31.6,56,0,28,51.7,80,28,0.55,1,0,22.0,0,1,0,961
JosГ© MarГ­a GimГ©nez,defender,AtlГ©tico Madrid,f0da930c,23,2018,85,0.76,-1.2,13.0,0.08,79.7,-0.5,0,0,50.0,70,2,153,87.5,36,12,0.31,5,0,68.8,1,0,0,529
JoГЈo Cancelo,defender,Juventus,bd6351cd,24,2018,84,1.14,-0.7,22.3,0.07,82.1,-1.0,109,6,55.1,58,0,51,71.8,87,17,0.59,6,0,39.6,1,0,0,576
JoГЈo Moutinho,midfielder,Wolves,f5a00fa4,31,2018,84,0.53,0.3,26.2,0.04,79.6,1.5,196,0,34.9,153,0,65,56.5,161,39,0.23,4,0,32.2,0,1,0,961
JoГЈo Pedro,forward,Cagliari,81255c03,26,2018,76,2.11,-1.9,17.8,0.12,71.4,-1.5,55,3,36.4,23,0,24,37.3,28,44,-0.57,5,1,44.2,0,0,1,676
Juan Cuadrado,forward,Juventus,0ab1f153,30,2018,83,1.25,-0.6,21.4,0.09,83.8,0.0,52,2,21.7,38,0,14,59.4,46,14,0.35,4,0,47.1,0,0,1,900
Juanmi,forward,Real Sociedad,84399660,25,2018,77,2.54,-1.6,14.7,0.15,79.1,0.5,6,3,36.4,37,0,10,84.2,12,23,-0.06,5,1,41.3,0,0,1,625
Jules KoundГ©,defender,Bordeaux,4d1666ff,19,2018,76,0.35,-1.0,15.2,0.07,80.1,0.2,5,0,65.9,98,7,245,86.7,115,41,-0.36,4,0,56.9,1,0,0,361
Julian Brandt,midfielder,Leverkusen,a167537f,22,2018,84,2.19,-1.0,18.6,0.12,76.9,1.7,147,11,16.3,44,1,12,56.7,126,46,0.47,0,0,44.4,0,1,0,484
Julian Draxler,midfielder,Paris S-G,1a992676,24,2018,83,1.36,-1.1,17.4,0.13,88.1,2.0,36,7,37.2,56,1,9,74.1,123,26,1.23,6,0,60.0,0,1,0,576
Junior Sambia,midfielder,Montpellier,24eb7ed6,21,2018,69,2.24,-2.1,21.9,0.09,73.3,-0.6,58,5,40.0,20,0,4,60.4,37,10,0.0,3,0,41.4,0,1,0,441
JГ©rГґme Roussillon,defender,Wolfsburg,13203c45,25,2018,82,0.73,1.3,20.8,0.09,74.8,1.5,108,6,66.7,73,0,75,61.3,86,42,-0.09,4,0,45.3,1,0,0,625
JГіhann Berg GuГ°mundsson,midfielder,Burnley,f72293fc,27,2018,78,1.7,0.2,20.0,0.09,64.0,1.7,119,1,47.1,60,0,43,40.0,24,39,-0.52,2,0,47.6,0,1,0,729
Kai Havertz,midfielder,Leverkusen,fed7cb61,19,2018,84,2.61,4.3,17.1,0.12,86.1,0.0,23,7,25.0,42,0,35,55.2,123,49,0.47,2,0,47.0,0,1,0,361
Kalidou Koulibaly,defender,Napoli,da974c7b,27,2018,89,0.55,-0.4,11.2,0.12,88.4,1.7,5,0,52.8,101,0,221,55.0,175,29,0.59,10,1,58.6,1,0,0,729
Karim Bellarabi,forward,Leverkusen,bee0bab1,28,2018,82,3.58,1.7,19.7,0.08,67.1,-1.1,63,2,15.8,23,0,4,51.3,15,13,0.44,4,1,25.0,0,0,1,784
Karim Benzema,forward,Real Madrid,70d74ece,30,2018,87,3.08,2.7,14.0,0.15,81.2,0.0,20,10,11.8,32,0,27,63.5,84,39,0.54,1,0,45.7,0,0,1,900
Karim Onisiwo,forward,Mainz 05,f26834c7,26,2018,75,3.02,1.4,12.9,0.14,59.4,-0.3,22,4,33.3,32,0,12,39.5,9,24,0.07,2,0,53.1,0,0,1,676
Karim Rekik,defender,Hertha BSC,3376a776,23,2018,78,0.3,-0.6,14.6,0.08,88.0,-0.1,5,0,66.7,70,0,137,80.0,37,41,-0.52,4,1,53.9,1,0,0,529
Karol Linetty,midfielder,Sampdoria,d023d70f,23,2018,76,1.22,0.9,22.6,0.06,83.3,0.2,16,2,21.7,97,0,33,45.2,88,35,-0.15,11,0,37.5,0,1,0,529
Kelechi Iheanacho,forward,Leicester City,c92e1a31,21,2018,73,1.72,-1.1,18.0,0.12,75.3,1.4,6,0,20.0,8,0,2,52.9,11,16,0.32,2,0,28.0,0,0,1,441
Kerem Demirbay,midfielder,Hoffenheim,54b4dc4e,25,2018,82,2.63,-0.5,23.2,0.08,76.9,1.6,130,10,21.6,79,0,63,76.3,131,32,0.83,6,0,44.7,0,1,0,625
Kevin Akpoguma,defender,Hoffenheim,6ec6fde0,23,2018,75,0.0,0.0,0.0,0.0,84.8,0.0,0,0,52.4,35,2,37,100.0,27,12,-0.44,2,0,41.7,1,0,0,529
Kevin Bonifazi,defender,SPAL,fb77bfef,22,2018,71,0.43,1.4,19.5,0.06,87.3,0.7,6,1,45.5,76,0,188,79.3,78,39,-0.28,2,0,55.8,1,0,0,484
Kevin De Bruyne,midfielder,Manchester City,e46012d4,27,2018,91,2.86,0.6,23.9,0.04,76.1,-3.7,91,6,33.3,25,1,7,70.4,67,3,1.72,2,0,35.3,0,1,0,729
Kevin Kampl,midfielder,RB Leipzig,b825a650,27,2018,83,1.45,0.2,23.1,0.05,81.7,0.6,68,1,28.6,74,0,24,75.8,128,22,0.72,5,0,55.2,0,1,0,729
Kevin Lasagna,forward,Udinese,09538fdb,25,2018,77,2.31,-1.6,15.5,0.12,67.2,0.0,23,6,16.7,14,0,39,39.1,14,41,-0.39,2,0,43.0,0,0,1,625
Kevin Long,defender,Burnley,5a4280b1,27,2018,73,0.18,-0.1,10.1,0.06,81.2,0.5,0,0,41.2,25,1,44,100.0,8,9,-0.89,0,0,54.1,1,0,0,729
Kevin Strootman,midfielder,Marseille,ef2e5e1a,28,2018,80,0.74,-1.0,15.7,0.13,80.8,2.4,24,1,38.5,100,0,31,76.9,81,34,0.07,7,0,50.6,0,1,0,784
Kevin Vogt,defender,Hoffenheim,1d8e9add,26,2018,80,0.15,-0.2,15.4,0.05,89.1,-0.2,2,0,37.5,57,3,183,75.0,107,39,0.85,5,0,61.7,1,0,0,676
Kevin Volland,forward,Leverkusen,64f69877,26,2018,82,2.78,0.2,14.2,0.16,72.7,0.6,49,8,48.1,39,0,37,55.4,54,49,0.49,4,0,37.4,0,0,1,676
Kieran Trippier,defender,Tottenham,21512407,27,2018,80,0.32,0.5,22.1,0.06,75.4,-1.1,185,1,59.7,90,2,83,46.7,90,23,0.22,2,0,51.8,1,0,0,729
Kingsley Coman,forward,Bayern Munich,042e8a49,22,2018,84,2.02,2.0,16.2,0.13,79.3,0.0,55,12,31.6,16,0,2,65.9,15,13,1.67,2,0,46.2,0,0,1,484
Koffi Djidji,defender,Torino,933d3b51,25,2018,75,0.13,-0.1,30.0,0.03,82.2,0.0,3,1,60.0,61,1,104,100.0,28,18,-0.36,2,0,42.6,1,0,0,625
Koke,midfielder,AtlГ©tico Madrid,55126f3b,26,2018,85,0.73,1.5,20.9,0.07,82.4,0.2,118,0,39.5,115,1,48,76.5,154,22,0.2,10,1,46.9,0,1,0,676
Konrad Laimer,forward,RB Leipzig,c1b7847c,21,2018,77,0.67,-1.5,16.2,0.18,70.5,-1.1,22,4,28.2,104,0,23,58.2,59,15,0.45,7,0,40.8,0,0,1,441
Kurt Zouma,defender,Everton,ce4246f5,23,2018,80,0.65,0.5,13.5,0.08,83.2,1.6,2,1,36.4,86,2,147,87.5,65,39,0.16,4,1,65.8,1,0,0,529
Kyle Walker,defender,Manchester City,86dd77d1,28,2018,84,0.68,0.2,27.3,0.04,87.9,-0.9,59,1,63.2,76,2,82,52.9,232,17,1.47,3,0,64.3,1,0,0,784
Kyle Walker-Peters,defender,Tottenham,984a5a64,21,2018,74,0.48,-0.3,14.1,0.16,81.9,2.5,7,0,75.0,11,0,9,81.8,6,4,0.05,1,0,25.0,1,0,0,441
Kylian MbappГ©,forward,Paris S-G,42fd9c7f,19,2018,89,4.72,5.6,14.4,0.21,77.6,1.6,25,17,16.7,13,0,0,55.1,40,21,1.68,5,1,12.5,0,0,1,361
KГ©vin Gameiro,forward,Valencia,42276181,31,2018,81,2.01,-2.8,12.5,0.24,75.6,-2.7,10,2,16.7,19,0,6,46.2,16,18,0.33,1,0,20.8,0,0,1,961
KГ©vin N'Doram,forward,Monaco,e50623a0,22,2018,70,0.46,-0.2,4.8,0.19,89.1,0.0,0,0,60.0,10,1,5,0.0,9,4,0.49,2,0,85.7,0,0,1,484
KГ©vin Rodrigues,defender,Real Sociedad,f1bed920,24,2018,74,0.37,-0.1,26.0,0.04,75.3,-0.3,12,1,52.9,29,0,31,69.2,9,6,-0.21,1,0,31.6,1,0,0,576
Lars Stindl,forward,M'Gladbach,7cd6badb,29,2018,80,2.03,0.7,18.8,0.07,81.5,-1.5,9,2,20.0,35,0,20,57.1,65,23,-0.03,3,0,47.5,0,0,1,841
Leon Bailey,forward,Leverkusen,3a233281,20,2018,82,2.63,0.0,21.0,0.09,65.6,-3.4,163,9,30.0,29,0,17,68.8,37,36,0.22,4,0,48.1,0,0,1,400
Leon Goretzka,midfielder,Bayern Munich,cc86b9a3,23,2018,84,2.45,1.7,16.7,0.11,86.5,1.5,8,2,36.8,67,1,30,68.2,92,24,1.73,3,0,43.0,0,1,0,529
Leonardo Bonucci,defender,Juventus,52ec54d0,31,2018,86,0.55,0.9,16.6,0.14,86.2,-0.8,5,1,76.9,56,3,174,100.0,125,21,0.58,2,0,44.8,1,0,0,961
Leonardo Pavoletti,forward,Cagliari,d37b0350,29,2018,78,2.77,4.7,13.1,0.13,68.6,-0.6,9,1,37.5,39,0,27,64.3,29,40,-0.38,6,0,62.0,0,0,1,841
Leonardo Spinazzola,defender,Juventus,3626daea,25,2018,79,1.2,-0.3,18.9,0.04,79.8,0.2,29,2,50.0,12,0,13,61.1,20,11,0.49,0,0,73.3,1,0,0,625
Leroy SanГ©,forward,Manchester City,2b114be3,22,2018,86,2.7,3.3,16.9,0.12,77.0,2.6,98,14,8.7,32,0,7,53.9,15,14,1.72,1,0,30.3,0,0,1,484
Levin Г–ztunalД±,midfielder,Mainz 05,66385c46,22,2018,73,1.56,-0.5,26.2,0.03,66.8,0.1,11,2,22.2,24,0,11,61.5,17,22,-0.74,3,0,33.3,0,1,0,484
Lewis Dunk,defender,Brighton,282f75f3,26,2018,78,0.57,0.2,14.1,0.09,82.5,0.2,2,0,43.6,88,5,295,0.0,75,55,-0.66,6,1,65.4,1,0,0,676
Lionel Messi,forward,Barcelona,d70ce98e,31,2018,94,5.47,12.1,20.2,0.12,77.7,-1.4,78,39,5.9,15,0,1,59.8,200,25,0.85,3,0,41.2,0,0,1,961
Lorenzo De Silvestri,defender,Torino,e74f0e59,30,2018,75,1.08,-0.8,13.7,0.1,64.3,1.3,113,0,29.2,37,2,75,33.3,63,25,0.04,3,0,56.6,1,0,0,900
Lorenzo Insigne,forward,Napoli,2f557579,27,2018,87,5.12,0.7,21.7,0.07,82.7,1.3,57,2,33.3,22,0,8,54.2,78,21,0.65,6,1,30.0,0,0,1,729
Lorenzo Pellegrini,midfielder,Roma,4a5a45c7,22,2018,79,2.17,-2.2,18.6,0.1,74.0,-1.6,125,5,33.3,51,0,28,61.9,61,25,0.22,6,0,42.2,0,1,0,484
Lorenzo Tonelli,defender,Sampdoria,8cc29864,28,2018,77,0.38,0.1,13.3,0.13,88.4,0.0,0,0,78.9,55,0,143,100.0,61,27,-0.44,6,0,54.1,1,0,0,784
Lucas Alario,forward,Leverkusen,834d0be5,25,2018,79,3.06,2.3,11.7,0.15,74.5,1.6,5,0,28.6,16,0,14,33.3,6,16,0.33,1,0,35.7,0,0,1,625
Lucas Digne,defender,Everton,1b84dbe1,25,2018,83,1.03,2.7,25.0,0.04,69.7,-3.1,280,2,62.2,131,0,119,46.7,99,38,0.16,5,1,66.9,1,0,0,625
Lucas HernГЎndez,defender,AtlГ©tico Madrid,c3ee18ef,22,2018,84,0.4,0.2,14.1,0.16,80.4,-0.8,10,1,85.0,49,0,52,60.0,24,8,0.03,5,0,61.8,1,0,0,484
Lucas HГ¶ler,forward,Freiburg,ca618d23,24,2018,72,2.33,0.1,15.3,0.15,65.9,-0.4,10,1,22.2,21,2,11,33.3,12,19,-0.57,0,0,31.1,0,0,1,576
Lucas Ocampos,forward,Marseille,a08b974a,24,2018,77,2.06,-1.7,17.1,0.09,73.5,4.6,70,5,42.5,109,0,34,47.8,33,36,0.39,11,0,41.1,0,0,1,576
Lucas Torreira,midfielder,Arsenal,52611641,22,2018,82,0.94,0.5,23.1,0.06,86.1,0.8,28,2,43.9,106,2,76,61.9,93,38,0.11,7,1,43.5,0,1,0,484
Lucas Tousart,midfielder,Lyon,71ec39ef,21,2018,78,1.25,-0.9,23.9,0.04,86.9,-0.5,2,2,42.4,100,0,38,76.9,89,22,0.81,3,2,44.3,0,1,0,441
Lucas VГЎzquez,forward,Real Madrid,fd51b456,27,2018,81,1.43,-1.6,16.3,0.11,80.0,-1.7,63,3,36.6,55,0,14,56.9,44,18,0.72,6,1,24.1,0,0,1,729
Ludovic Blas,midfielder,Guingamp,6191093d,20,2018,76,1.56,-2.5,23.2,0.06,76.1,2.8,20,4,46.5,88,0,20,66.3,112,42,-0.33,5,0,35.6,0,1,0,400
Ludwig Augustinsson,defender,Werder Bremen,9fec8860,24,2018,76,0.65,-0.5,14.7,0.07,78.4,1.8,129,1,59.0,91,1,86,50.0,108,48,-0.16,5,0,48.1,1,0,0,576
Luis Alberto,midfielder,Lazio,5294a83f,25,2018,84,3.03,-0.4,22.5,0.05,75.0,-0.9,171,4,38.2,63,0,11,58.5,136,22,0.53,5,1,40.0,0,1,0,625
Luis Muriel,forward,Fiorentina,eb2fe5b6,27,2018,80,2.87,2.5,21.1,0.08,60.9,-1.5,19,6,33.3,22,0,4,52.5,23,19,0.07,1,0,28.3,0,0,1,729
Luis SuГЎrez,forward,Barcelona,a6154613,31,2018,89,3.44,-3.0,15.8,0.18,74.3,-0.9,21,11,40.0,26,0,33,40.0,40,29,0.96,5,0,68.8,0,0,1,961
Luiz Felipe,defender,Lazio,15d0c248,21,2018,77,0.56,0.4,18.2,0.07,83.3,0.6,4,0,65.0,53,1,101,60.0,42,16,0.23,4,0,53.7,1,0,0,441
Luka JoviД‡,forward,Eint Frankfurt,4d8cd038,20,2018,83,3.85,1.9,14.6,0.15,68.4,1.1,17,8,8.3,13,0,34,55.6,52,30,0.33,1,0,43.1,0,0,1,400
Luka MilivojeviД‡,midfielder,Crystal Palace,2ce2508a,27,2018,81,1.21,-0.2,30.0,0.05,75.3,-1.0,185,0,42.9,162,3,114,61.9,181,53,-0.07,10,0,59.3,0,1,0,729
Luka ModriД‡,midfielder,Real Madrid,6025fab1,32,2018,90,1.28,0.3,21.1,0.07,86.3,2.2,73,8,29.2,80,1,20,65.1,223,36,0.32,6,0,46.2,0,1,0,1024
Lukas Klostermann,defender,RB Leipzig,ca8033cb,22,2018,79,0.58,3.0,12.5,0.16,73.6,-1.0,40,2,64.4,79,0,74,43.8,48,21,0.51,1,0,60.9,1,0,0,484
Lukas KlГјnter,defender,Hertha BSC,92948149,22,2018,70,0.76,-0.2,21.4,0.04,69.0,-0.5,21,2,80.0,23,0,24,50.0,8,12,-0.31,2,1,53.3,1,0,0,484
Lukas KГјbler,forward,Freiburg,2a29eb9b,25,2018,71,0.46,-0.2,22.6,0.04,68.1,0.9,25,0,61.5,65,1,53,66.7,27,15,-0.1,2,0,53.5,0,0,1,625
Luke Shaw,defender,Manchester Utd,9c94165b,23,2018,81,0.73,-0.4,19.8,0.07,82.8,0.1,52,6,59.6,76,2,110,71.1,124,39,0.35,11,0,64.0,1,0,0,529
Lyanco,defender,Bologna,b5bf1770,21,2018,73,0.64,0.6,20.1,0.05,80.0,-0.3,0,4,72.2,51,0,100,56.3,24,16,0.53,2,1,50.9,1,0,0,441
LГЎszlГі BГ©nes,midfielder,M'Gladbach,fe888e39,20,2018,75,0.0,0.0,0.0,0.0,57.1,0.0,0,0,100.0,3,0,1,0.0,0,0,-8.7,0,0,0.0,0,1,0,400
M'Baye Niang,forward,Rennes,2054d037,23,2018,77,3.11,2.7,15.4,0.1,69.5,2.3,24,3,18.2,24,0,17,34.6,33,22,0.2,5,0,54.6,0,0,1,529
Mahmoud Dahoud,midfielder,Dortmund,db4ed67b,22,2018,78,1.42,-0.2,23.7,0.11,81.8,-1.0,1,1,20.0,33,0,14,87.5,41,14,0.65,2,0,42.9,0,1,0,484
Makoto Hasebe,forward,Eint Frankfurt,9ab16552,34,2018,80,0.07,-0.1,24.9,0.04,84.8,-1.0,2,0,59.5,92,3,181,100.0,107,37,0.27,4,0,44.3,0,0,1,1156
Mamadou Sakho,defender,Crystal Palace,87935cf3,28,2018,79,0.15,-0.4,7.6,0.11,88.6,-0.2,0,1,61.1,66,2,203,81.8,75,35,-0.06,2,0,57.0,1,0,0,784
Manolo Gabbiadini,forward,Sampdoria,8f866fe8,26,2018,76,3.33,2.0,21.1,0.07,69.9,0.8,31,1,27.3,9,0,7,54.5,14,16,0.08,5,0,38.5,0,0,1,676
Manuel Akanji,defender,Dortmund,89ac64a6,23,2018,83,0.29,0.5,13.2,0.07,92.8,-0.6,2,1,56.0,56,2,143,66.7,94,35,0.52,1,0,54.3,1,0,0,529
Manuel Gulde,defender,Freiburg,25ab9c9c,27,2018,75,0.32,0.1,8.9,0.14,81.8,-0.1,0,0,75.0,50,0,120,50.0,43,31,-0.45,3,0,55.2,1,0,0,729
Manuel Lanzini,midfielder,West Ham,26f6dca8,25,2018,80,1.44,-0.1,20.0,0.1,86.7,0.2,16,2,27.8,21,1,6,72.2,31,12,-0.71,2,0,21.4,0,1,0,625
Manuel Lazzari,defender,SPAL,02caf6e0,24,2018,80,1.08,-1.4,20.2,0.04,74.6,2.1,242,8,54.2,49,1,64,54.2,56,43,-0.11,7,0,30.0,1,0,0,576
Manuel Locatelli,midfielder,Sassuolo,a8a874f1,20,2018,76,1.51,-0.5,23.1,0.08,85.3,0.5,36,2,44.8,71,1,58,70.0,101,35,-0.15,7,0,40.0,0,1,0,400
Marc Albrighton,forward,Leicester City,b827d5b3,28,2018,76,1.05,0.8,21.4,0.06,57.7,-0.9,125,3,41.9,58,0,39,36.4,53,17,-0.18,3,0,45.5,0,0,1,784
Marc Roca,midfielder,Espanyol,da27e268,21,2018,79,0.67,-0.7,25.9,0.07,86.6,-1.6,5,0,40.0,107,3,141,72.5,196,44,-0.1,9,0,51.8,0,1,0,441
Marcel Halstenberg,midfielder,RB Leipzig,8ff2354e,26,2018,80,0.78,-1.0,20.4,0.1,72.1,-1.5,149,5,64.6,106,0,60,68.3,78,18,0.73,2,0,67.0,0,1,0,676
Marcel Sabitzer,midfielder,RB Leipzig,e280527c,24,2018,81,2.41,-1.1,19.8,0.08,67.8,-1.9,64,1,39.1,78,0,43,57.7,116,18,0.79,9,0,37.8,0,1,0,576
Marcelo,defender,Lyon,e3d0b0c4,31,2018,85,0.78,-2.3,10.3,0.09,87.4,-0.4,3,0,79.2,110,2,205,100.0,120,34,0.77,6,0,79.2,1,0,0,961
Marcelo,defender,Real Madrid,603116a7,30,2018,85,1.7,0.1,21.5,0.06,81.2,-1.1,72,5,38.5,51,0,36,67.3,120,33,0.44,6,0,25.0,1,0,0,900
Marcelo BrozoviД‡,midfielder,Inter,33b8d077,25,2018,81,0.85,1.0,26.0,0.04,86.5,-2.4,127,2,36.0,145,3,84,68.8,281,29,0.67,11,1,38.3,0,1,0,625
Marco Asensio,forward,Real Madrid,45af8a54,22,2018,83,2.28,-3.1,18.1,0.09,81.9,-1.0,78,7,8.3,26,0,6,68.3,49,26,0.38,3,0,22.2,0,0,1,484
Marco Reus,midfielder,Dortmund,36a3ff67,29,2018,88,2.56,0.6,15.8,0.2,79.1,1.6,39,7,19.4,41,0,34,42.4,85,32,0.58,3,1,43.5,0,1,0,841
Marco Richter,midfielder,Augsburg,f972644c,20,2018,73,3.47,0.5,20.5,0.06,66.1,3.1,33,15,35.0,26,1,9,53.8,31,35,-0.45,4,0,32.3,0,1,0,400
Marco Verratti,midfielder,Paris S-G,1467af0d,25,2018,86,0.14,-0.1,22.1,0.04,90.7,-1.5,1,3,44.4,90,2,33,82.9,226,18,1.5,7,0,26.7,0,1,0,625
Marcos Alonso,defender,Chelsea,f4290206,27,2018,81,1.47,-1.4,19.2,0.08,82.6,0.6,98,0,56.9,112,0,109,51.5,102,28,0.63,6,0,55.0,1,0,0,729
Marcos Llorente,midfielder,Real Madrid,02c15616,23,2018,80,0.17,-0.1,13.8,0.06,92.3,-0.2,0,0,44.4,23,0,22,87.5,23,5,0.08,1,0,40.0,0,1,0,529
Marcus Coco,forward,Guingamp,3010aefb,22,2018,75,1.27,-1.8,18.0,0.11,62.7,0.7,60,1,48.5,62,0,13,46.7,17,41,-0.13,3,1,50.7,0,0,1,484
Marcus Rashford,forward,Manchester Utd,a1d5bd30,20,2018,83,3.24,-0.7,19.2,0.13,73.1,1.0,55,8,24.1,27,0,22,48.3,31,35,0.56,3,1,38.9,0,0,1,400
Marcus Thuram,forward,Guingamp,6f8cd6d0,20,2018,80,2.0,-1.0,15.1,0.11,70.0,-2.0,44,13,46.5,55,0,15,69.2,43,56,-0.29,4,2,54.2,0,0,1,400
Mariano,forward,Real Madrid,5c4dc0ff,24,2018,79,4.63,0.4,14.2,0.11,75.0,-1.0,0,0,0.0,2,0,2,25.0,7,10,0.43,2,0,47.8,0,0,1,576
Marius Wolf,midfielder,Dortmund,fa661778,23,2018,75,0.76,0.5,22.5,0.07,83.3,-0.9,18,0,38.5,27,0,17,64.7,55,9,0.28,1,1,32.1,0,1,0,529
Mark Uth,forward,Schalke 04,a3ddb1b9,26,2018,78,2.49,-2.7,15.7,0.12,70.8,-0.6,8,4,17.4,28,0,14,45.0,20,22,-0.31,3,0,25.5,0,0,1,676
Marko Rog,midfielder,Sevilla,b6b2b820,23,2018,75,0.5,-0.1,28.7,0.03,85.6,-0.1,2,2,55.6,20,0,7,78.6,9,5,0.52,5,0,47.4,0,1,0,529
Marquinhos,forward,Paris S-G,d5f2f82b,24,2018,86,0.37,1.0,10.1,0.19,91.9,0.7,1,0,59.6,109,1,189,85.7,141,22,1.41,2,1,63.6,0,0,1,576
Marten de Roon,midfielder,Atalanta,2a1beb34,27,2018,78,0.82,0.0,24.6,0.04,86.6,1.0,27,1,36.2,155,1,69,50.0,251,36,0.81,8,0,57.6,0,1,0,729
Martin Braithwaite,forward,LeganГ©s,fd771f95,27,2018,75,1.86,-1.1,12.2,0.19,71.8,3.6,2,4,0.0,8,0,3,51.5,13,19,0.01,5,0,39.7,0,0,1,729
Martin Terrier,forward,Lyon,5148dcc5,21,2018,76,2.18,4.9,15.2,0.11,82.3,-2.6,16,1,39.1,29,0,15,60.9,35,21,0.93,2,0,46.9,0,0,1,441
Marvin Plattenhardt,defender,Hertha BSC,f7aa75bd,26,2018,77,0.51,0.2,26.7,0.07,72.4,-1.1,125,0,66.7,34,0,55,47.4,57,35,-0.19,4,0,37.9,1,0,0,676
Mason Holgate,defender,Everton,d0042ab9,21,2018,75,0.0,0.0,0.0,0.0,77.0,0.0,0,0,100.0,8,0,28,100.0,25,9,-0.38,1,0,46.7,1,0,0,441
Mateo KovaДЌiД‡,midfielder,Chelsea,79c0821a,24,2018,82,1.45,-2.2,21.2,0.08,91.6,0.3,8,5,43.5,53,1,25,76.4,124,19,0.27,3,0,52.6,0,1,0,576
MathГ­as Olivera,forward,Getafe,41c12f75,20,2018,74,0.54,-0.4,18.5,0.07,55.7,0.1,18,2,55.6,34,0,27,43.5,19,10,-0.16,6,1,46.2,0,0,1,400
