Player,Pos,Squad,id,Age,Season,RATING,Gls,SoT%,Cmp%,Ast,Tkl%,Clr,Att.5,Succ%,PPM,CrdY,CrdR,Won%,def,mid,forw,Age^2
Chris Smalling,defender,Manchester Utd,b6964eb6,28,2018,80,1,18.2,86.2,0,64.7,109,1,100.0,1.58,1,0,64.3,1,0,0,784
Chris Wood,forward,Burnley,4e9a0555,26,2018,77,10,39.0,63.6,2,29.4,26,13,61.5,1.05,2,0,43.4,0,0,1,676
Christian Benteke,forward,Crystal Palace,ab070c55,27,2018,75,1,30.8,56.4,1,25.0,14,8,62.5,1.25,1,0,59.7,0,0,1,729
Christian Eriksen,midfielder,Tottenham,980522ec,26,2018,88,8,33.7,77.7,12,28.8,13,36,50.0,1.77,3,0,27.7,0,1,0,676
Christian GГјnter,forward,Freiburg,8593f88c,25,2018,75,0,27.6,72.1,5,46.5,55,78,50.0,1.03,4,1,27.8,0,0,1,625
Christian Pulisic,forward,Dortmund,1bf33a9a,19,2018,79,4,37.0,74.8,4,33.3,10,81,51.9,2.3,2,0,34.1,0,0,1,361
Christoph Kramer,midfielder,M'Gladbach,496aeede,27,2018,80,2,37.5,87.9,1,37.5,23,16,56.3,1.5,6,0,35.7,0,1,0,729
Christophe HГ©relle,defender,Nice,3681cfff,25,2018,78,0,11.8,88.6,0,80.0,158,14,57.1,1.58,9,1,63.9,1,0,0,625
Christopher Nkunku,midfielder,Paris S-G,7c56da38,20,2018,77,3,21.7,88.7,2,43.8,7,39,59.0,2.59,0,0,42.3,0,1,0,400
Ciaran Clark,defender,Newcastle Utd,2b91cf8e,28,2018,75,3,42.9,74.5,0,75.0,58,0,0.0,0.91,1,0,64.6,1,0,0,784
Ciro Immobile,forward,Lazio,4431aed2,28,2018,86,15,37.5,75.8,6,44.4,8,81,38.3,1.47,6,0,28.6,0,0,1,784
ClГ©ment Lenglet,defender,Barcelona,4f28a6ff,23,2018,85,1,33.3,89.3,0,61.1,70,6,100.0,2.43,8,1,57.9,1,0,0,529
Corentin Jean,forward,Toulouse,7d9b37bf,23,2018,72,0,42.9,70.6,0,25.0,5,13,38.5,1.26,1,0,32.5,0,0,1,529
Corentin Tolisso,midfielder,Bayern Munich,652d4c37,23,2018,83,1,100.0,79.1,0,0.0,0,0,0.0,3.0,0,0,100.0,0,1,0,529
Cristiano Biraghi,defender,Fiorentina,9e1577aa,25,2018,75,1,18.2,70.0,4,47.4,113,26,57.7,1.06,8,0,70.9,1,0,0,625
Damien Da Silva,defender,Rennes,1ec7e1c5,30,2018,78,2,21.4,87.6,1,75.0,152,10,80.0,1.45,4,0,64.4,1,0,0,900
DamiГЎn SuГЎrez,defender,Getafe,ba5004e1,30,2018,79,0,6.7,65.9,3,44.2,57,44,52.3,1.47,13,0,43.1,1,0,0,900
Daniel Caligiuri,midfielder,Schalke 04,d1273f09,30,2018,79,7,20.5,66.5,3,42.7,72,102,62.7,0.94,9,0,50.6,0,1,0,900
Daniel Ginczek,forward,Wolfsburg,e5f63987,27,2018,78,6,40.0,56.7,2,26.3,23,24,58.3,1.58,4,0,44.1,0,0,1,729
Daniel Wass,forward,Valencia,d83bbc54,29,2018,80,1,10.3,76.1,3,47.6,49,17,58.8,1.66,4,0,44.4,0,0,1,841
Daniele Baselli,midfielder,Torino,ea06dd97,26,2018,79,4,26.2,76.6,1,36.4,32,31,71.0,1.65,5,0,42.4,0,1,0,676
Daniele Rugani,defender,Juventus,14b8fcdf,24,2018,82,2,22.2,89.8,0,40.0,51,1,0.0,2.47,3,0,69.6,1,0,0,576
Danilo,defender,Manchester City,94b2001f,27,2018,79,1,21.4,86.6,0,70.6,22,13,61.5,2.45,1,0,56.3,1,0,0,729
Danilo Cataldi,midfielder,Lazio,ba3d3bea,23,2018,75,2,30.8,78.5,1,22.2,6,7,85.7,1.67,2,0,22.2,0,1,0,529
Danilo D'Ambrosio,defender,Inter,44eb9093,29,2018,75,2,31.3,83.6,5,42.1,39,32,40.6,1.7,6,0,37.3,1,0,0,841
Danny Ings,forward,Southampton,07802f7f,26,2018,76,7,35.8,68.7,3,39.3,9,37,54.1,1.17,1,0,24.7,0,0,1,676
Danny Welbeck,forward,Arsenal,ce5143da,27,2018,78,1,50.0,74.1,1,0.0,2,6,33.3,2.5,0,0,33.3,0,0,1,729
Danny da Costa,midfielder,Eint Frankfurt,5ddb8f9f,25,2018,79,2,30.0,62.8,4,42.9,67,70,38.6,1.59,1,0,51.5,0,1,0,625
Dante,defender,Nice,fd2bc67d,34,2018,79,1,14.3,91.2,1,58.5,156,5,80.0,1.56,11,0,64.7,1,0,0,1156
Darko LazoviД‡,midfielder,Genoa,5128bde4,27,2018,74,3,23.7,69.0,4,45.2,33,75,48.0,1.06,2,0,43.2,0,1,0,729
David Alaba,defender,Bayern Munich,05439de2,26,2018,85,3,34.0,82.2,3,65.4,40,39,74.4,2.29,4,0,52.2,1,0,0,676
David Silva,midfielder,Manchester City,e2716bd0,32,2018,88,6,35.3,85.2,8,5.0,15,47,66.0,2.61,2,0,45.2,0,1,0,1024
Davide Biraschi,defender,Genoa,64cd167d,24,2018,73,0,9.1,65.0,0,59.5,107,65,70.8,1.03,3,1,54.5,1,0,0,576
Davide Calabria,defender,Milan,2146785a,21,2018,77,1,20.0,80.8,2,55.2,78,33,36.4,1.54,5,0,40.0,1,0,0,441
Davide Zappacosta,defender,Chelsea,7fe90ccd,26,2018,79,0,50.0,81.3,0,0.0,5,3,66.7,2.5,0,0,60.0,1,0,0,676
Davie Selke,forward,Hertha BSC,1238a3f9,23,2018,78,3,43.2,57.4,5,22.2,7,49,44.9,1.23,4,0,52.8,0,0,1,529
Davinson SГЎnchez,defender,Tottenham,da7b447d,22,2018,83,1,21.4,89.8,1,54.1,103,3,33.3,1.74,2,0,57.8,1,0,0,484
Dayot Upamecano,defender,RB Leipzig,d248cd8f,19,2018,77,0,10.0,82.0,0,83.3,47,8,100.0,1.6,5,0,66.7,1,0,0,361
Declan Rice,midfielder,West Ham,1c7012b8,19,2018,78,2,22.7,86.2,0,43.2,56,34,76.5,1.44,4,0,56.8,0,1,0,361
Dele Alli,midfielder,Tottenham,cea4ee8f,22,2018,84,5,48.7,79.2,3,20.8,20,54,53.7,1.72,4,0,50.0,0,1,0,484
Demarai Gray,forward,Leicester City,4468ec10,22,2018,75,4,40.4,72.2,1,37.5,15,73,57.5,1.41,2,0,25.0,0,0,1,484
Denis Zakaria,midfielder,M'Gladbach,384d58d9,21,2018,81,4,36.1,81.9,0,40.0,20,53,54.7,1.65,7,0,45.7,0,1,0,441
Dennis Geiger,midfielder,Hoffenheim,37f606f0,20,2018,70,0,50.0,88.2,1,16.7,1,4,25.0,1.25,1,0,16.7,0,1,0,400
Dennis Praet,midfielder,Sampdoria,86695068,24,2018,76,2,35.3,83.3,3,52.9,31,63,60.3,1.38,6,0,54.1,0,1,0,576
Diego Demme,midfielder,RB Leipzig,dc3fa3b5,26,2018,78,0,30.0,79.3,2,49.3,15,16,50.0,1.88,4,0,51.9,0,1,0,676
Diego GodГ­n,defender,AtlГ©tico Madrid,fc4f85b1,32,2018,88,3,57.1,79.9,1,47.6,141,11,90.9,2.03,6,0,61.9,1,0,0,1024
Diego Llorente,defender,Real Sociedad,bba30585,24,2018,77,0,14.3,84.2,0,58.6,83,4,50.0,1.62,5,0,58.2,1,0,0,576
Dimitri LiГ©nard,forward,Strasbourg,f7691f63,30,2018,73,0,31.8,77.5,2,46.7,22,25,64.0,1.64,1,0,25.0,0,0,1,900
Dimitri Payet,midfielder,Marseille,58ae47b2,31,2018,81,4,32.4,68.7,6,22.7,8,30,60.0,1.68,3,0,28.6,0,1,0,961
Divock Origi,forward,Liverpool,43a166b4,23,2018,78,3,46.2,67.0,1,25.0,2,10,60.0,2.5,0,0,25.0,0,0,1,529
Domenico Berardi,forward,Sassuolo,53a0e358,23,2018,78,8,24.0,71.8,4,20.5,24,94,48.9,1.11,5,1,40.4,0,0,1,529
Dominic Calvert-Lewin,forward,Everton,59e6e5bf,21,2018,77,6,30.8,60.6,2,46.7,19,39,53.8,1.4,3,0,43.0,0,0,1,441
Dominik Kohr,midfielder,Leverkusen,0fbecd11,24,2018,76,0,26.7,79.5,2,40.0,17,9,44.4,1.72,4,0,41.4,0,1,0,576
Dominique Heintz,defender,Freiburg,699fb8db,24,2018,76,1,40.0,81.4,1,56.3,214,26,80.8,1.06,5,0,54.5,1,0,0,576
Douglas Luiz,midfielder,Girona,6f7d826d,20,2018,74,0,0.0,83.0,0,23.7,26,25,92.0,0.91,7,0,56.5,0,1,0,400
Dries Mertens,forward,Napoli,89b2c8a9,31,2018,87,16,43.2,74.0,11,4.8,3,38,47.4,2.0,1,0,27.3,0,0,1,961
DuvГЎn Zapata,forward,Atalanta,d3de9af0,27,2018,82,23,42.2,76.0,7,11.1,25,83,48.2,1.84,5,0,41.1,0,0,1,729
Eden Hazard,forward,Chelsea,a39bb753,27,2018,91,16,43.8,79.6,15,29.4,6,204,67.2,1.86,2,0,38.0,0,0,1,729
Edimilson Fernandes,midfielder,Fiorentina,3bb625ac,22,2018,72,2,23.8,84.7,0,38.9,31,39,51.3,1.0,9,1,37.5,0,1,0,484
Edin DЕѕeko,forward,Roma,3bb7f478,32,2018,84,9,38.2,68.8,6,25.0,36,69,49.3,1.67,9,0,59.9,0,0,1,1024
Edinson Cavani,forward,Paris S-G,527f063d,31,2018,88,18,36.2,75.3,5,23.1,16,21,57.1,2.52,1,0,25.0,0,0,1,961
Edoardo Goldaniga,defender,Frosinone,4b029b31,24,2018,73,1,15.4,72.6,1,59.4,119,10,70.0,0.59,6,0,63.1,1,0,0,576
Ellyes Skhiri,midfielder,Montpellier,c2211709,23,2018,78,3,20.0,85.4,2,47.3,41,43,74.4,1.59,5,0,57.1,0,1,0,529
Elseid Hysaj,defender,Napoli,2f3452eb,24,2018,80,0,7.7,85.6,2,51.0,51,33,54.5,2.19,4,0,53.8,1,0,0,576
Emil Forsberg,midfielder,RB Leipzig,9a2e0ccc,26,2018,82,4,40.7,75.7,7,31.3,6,41,53.7,2.1,0,0,44.4,0,1,0,676
Emil Krafth,defender,Amiens,77cf6852,23,2018,74,1,50.0,69.4,1,49.2,94,22,36.4,1.06,2,0,56.8,1,0,0,529
Emre Can,midfielder,Juventus,a65ce836,24,2018,81,4,25.8,85.9,1,60.0,36,35,74.3,2.41,7,0,63.9,0,1,0,576
Enes Гњnal,forward,Valladolid,f8eca1b6,21,2018,77,6,26.0,68.1,3,16.7,18,38,47.4,1.0,7,0,40.4,0,0,1,441
Enis Bardhi,midfielder,Levante,cac2537b,23,2018,78,3,27.3,72.7,4,32.2,36,72,59.7,1.14,6,0,27.0,0,1,0,529
Eric Bailly,defender,Manchester Utd,a1232f4e,24,2018,80,0,33.3,86.6,0,80.0,39,5,80.0,2.17,0,1,76.5,1,0,0,576
Eric Dier,forward,Tottenham,ac861941,24,2018,79,3,33.3,84.4,0,40.4,46,7,28.6,1.85,4,0,53.0,0,0,1,576
Erick Cabaco,defender,Levante,e7ab4179,23,2018,75,2,30.0,72.4,0,41.4,69,3,33.3,1.24,11,2,52.8,1,0,0,529
Erik Thommy,midfielder,Stuttgart,df8e7b62,23,2018,72,1,16.0,71.1,1,14.3,4,21,38.1,0.68,3,1,35.0,0,1,0,529
Ermin BiДЌakДЌiД‡,defender,Hoffenheim,7aac47fe,28,2018,77,1,44.4,88.1,2,59.1,79,0,0.0,1.72,0,0,63.1,1,0,0,784
Fabian SchГ¤r,defender,Newcastle Utd,c8aa95da,26,2018,79,4,28.0,67.0,1,48.0,145,22,63.6,1.71,12,0,49.6,1,0,0,676
Fabinho,midfielder,Liverpool,7f3b388c,24,2018,85,1,23.5,84.9,2,40.7,27,16,62.5,2.54,6,0,57.4,0,1,0,576
Fabio Quagliarella,forward,Sampdoria,ee4f2f3b,35,2018,83,26,35.9,66.5,8,13.3,17,36,52.8,1.43,1,0,29.5,0,0,1,1225
Federico Bernardeschi,midfielder,Juventus,ee93c1a9,24,2018,83,2,28.3,76.5,3,38.9,10,40,52.5,2.43,5,1,42.1,0,1,0,576
Federico Ceccherini,defender,Fiorentina,d9624b51,26,2018,71,0,100.0,85.6,0,55.6,40,8,75.0,1.07,2,0,58.8,1,0,0,676
Federico Chiesa,forward,Fiorentina,b0f7e36c,20,2018,79,6,30.8,66.6,3,25.0,12,180,43.9,1.08,4,0,23.0,0,0,1,400
Federico Fazio,defender,Roma,4e358a2d,31,2018,80,5,50.0,84.8,0,48.0,171,17,82.4,1.71,6,0,70.4,1,0,0,961
Federico FernГЎndez,defender,Newcastle Utd,f25b010f,29,2018,76,0,25.0,78.1,1,55.6,106,0,0.0,1.11,2,0,55.2,1,0,0,841
Federico Valverde,midfielder,Real Madrid,0959c2a2,20,2018,81,0,14.3,85.4,0,45.5,10,17,76.5,2.25,4,0,60.0,0,1,0,400
Ferland Mendy,defender,Lyon,3cefcaef,23,2018,80,2,30.4,82.9,1,82.4,53,72,76.4,1.87,2,0,56.1,1,0,0,529
Filip KostiД‡,midfielder,Eint Frankfurt,b1cd37e6,25,2018,82,6,29.0,59.5,10,35.4,50,93,62.4,1.59,4,0,48.9,0,1,0,625
Flavien Tait,midfielder,Angers,a0f9b535,25,2018,78,5,44.0,72.0,7,39.0,15,148,55.4,1.17,2,0,40.0,0,1,0,625
Florent Mollet,midfielder,Montpellier,7e82a78f,26,2018,78,6,39.3,79.6,4,25.5,7,51,39.2,1.59,6,1,31.3,0,1,0,676
Florian Kainz,forward,Werder Bremen,94c18565,25,2018,75,0,25.0,64.2,1,50.0,5,12,41.7,1.75,2,0,63.6,0,0,1,625
Florian Lejeune,defender,Newcastle Utd,6eaed4eb,27,2018,78,0,28.6,75.3,0,45.8,49,4,75.0,1.42,0,0,64.6,1,0,0,729
Florian Niederlechner,forward,Freiburg,d6862409,27,2018,77,4,58.1,67.0,1,0.0,10,22,40.9,0.83,3,0,32.6,0,0,1,729
Francesco Acerbi,defender,Lazio,b96b595c,30,2018,83,3,38.9,86.7,1,75.0,169,11,81.8,1.59,4,1,69.1,1,0,0,900
Francis Coquelin,midfielder,Valencia,a6951bf8,27,2018,80,0,33.3,85.8,1,48.6,29,33,81.8,1.54,5,0,64.8,0,1,0,729
Gabriel Jesus,forward,Manchester City,b66315ae,21,2018,82,7,52.4,81.2,3,0.0,4,38,57.9,2.55,1,0,27.8,0,0,1,441
Gabriel Silva,defender,Saint-Г‰tienne,4914ed4a,27,2018,73,0,20.0,76.8,2,35.3,60,13,69.2,1.79,1,0,50.8,1,0,0,729
Gareth Bale,forward,Real Madrid,a58bb1e1,29,2018,85,8,41.3,71.7,3,30.0,13,44,54.5,1.72,4,0,51.4,0,0,1,841
GaГ«l Kakuta,midfielder,Rayo Vallecano,5b1bf5e3,27,2018,73,1,0.0,67.9,0,20.0,9,30,53.3,0.5,1,0,26.3,0,1,0,729
GaГ«tan Laborde,forward,Montpellier,7cdda3bf,24,2018,78,11,31.4,63.7,4,40.7,27,97,43.3,1.61,1,1,47.3,0,0,1,576
Geoffrey Kondogbia,midfielder,Valencia,cce181df,25,2018,81,1,18.2,84.2,1,44.4,22,24,91.7,1.42,1,0,46.2,0,1,0,625
Georginio Wijnaldum,midfielder,Liverpool,eb58eef0,27,2018,84,3,26.7,90.5,0,51.9,24,49,59.2,2.57,3,0,48.5,0,1,0,729
GermГЎn Pezzella,defender,Fiorentina,8c725b43,27,2018,79,2,19.2,85.8,1,60.8,159,6,66.7,1.09,5,0,69.0,1,0,0,729
Giacomo Bonaventura,midfielder,Milan,d995ed27,28,2018,82,3,33.3,86.7,1,28.6,8,13,76.9,1.5,0,0,56.3,0,1,0,784
Gian Marco Ferrari,defender,Sassuolo,8650af85,26,2018,74,4,34.8,86.1,0,75.0,97,5,80.0,1.19,9,0,67.8,1,0,0,676
Gianluca Caprari,forward,Sampdoria,54e53b7e,25,2018,74,6,46.7,77.4,2,41.7,3,32,56.3,1.48,1,0,8.3,0,0,1,625
Gianluca Mancini,defender,Atalanta,5aa53281,22,2018,76,5,32.5,82.3,2,55.2,77,12,91.7,1.83,5,0,62.3,1,0,0,484
Giorgio Chiellini,defender,Juventus,e85fb9b8,33,2018,89,1,30.8,84.3,1,62.5,96,5,80.0,2.52,3,0,69.4,1,0,0,1089
Giovani Lo Celso,midfielder,Betis,d7553721,22,2018,83,9,41.7,81.7,4,25.7,8,103,61.2,1.25,5,0,41.0,0,1,0,484
Giovanni Simeone,forward,Fiorentina,343c0d52,23,2018,77,6,39.4,64.9,3,24.1,14,55,47.3,1.11,2,0,27.1,0,0,1,529
Giuseppe Pezzella,forward,Genoa,149c5f5d,20,2018,71,0,0.0,74.4,0,0.0,4,0,0.0,1.2,0,1,0.0,0,0,1,400
Gonzalo Escalante,midfielder,Eibar,3f79a1c8,25,2018,77,4,36.4,77.1,1,41.3,21,30,76.7,1.25,6,0,41.7,0,1,0,625
Granit Xhaka,forward,Arsenal,e61b8aee,25,2018,81,4,37.9,81.7,2,40.7,56,14,50.0,1.86,10,0,54.9,0,0,1,625
Guillermo MaripГЎn,defender,AlavГ©s,d9764034,24,2018,78,2,26.7,75.2,2,68.4,133,4,50.0,1.61,5,0,72.0,1,0,0,576
Hakan Г‡alhanoДџlu,midfielder,Milan,cd0fa27b,24,2018,80,3,24.5,79.7,6,50.0,19,48,66.7,1.81,3,0,43.8,0,1,0,576
Hamari TraorГ©,defender,Rennes,a4b1028a,26,2018,75,0,31.0,81.0,2,50.7,82,52,50.0,1.41,7,0,37.6,1,0,0,676
Hamza Choudhury,midfielder,Leicester City,7d2d3329,20,2018,74,0,50.0,84.0,0,60.0,13,6,33.3,1.89,0,0,45.5,0,1,0,400
Hans Hateboer,defender,Atalanta,3b333ac3,24,2018,78,5,34.5,82.6,5,50.0,47,40,35.0,1.86,5,0,56.0,1,0,0,576
Harry Kane,forward,Tottenham,21a66f6a,25,2018,89,17,42.9,72.5,4,7.1,14,82,48.8,1.86,5,0,41.2,0,0,1,625
Harry Maguire,defender,Leicester City,d8931174,25,2018,82,3,40.0,85.5,0,64.7,155,20,85.0,1.29,6,1,78.1,1,0,0,625
Harry Winks,midfielder,Tottenham,2f7acede,22,2018,80,1,22.2,91.3,0,16.7,19,23,73.9,2.08,4,0,46.2,0,1,0,484
Harvey Barnes,midfielder,Leicester City,3ea50f67,20,2018,75,1,25.0,72.6,2,66.7,7,49,61.2,1.25,0,0,46.7,0,1,0,400
Henrikh Mkhitaryan,forward,Arsenal,dd0daf32,29,2018,81,6,28.6,74.8,4,27.3,13,52,38.5,1.88,1,0,45.7,0,0,1,841
Houssem Aouar,midfielder,Lyon,a5db0bec,20,2018,81,7,31.0,86.3,7,27.9,25,97,59.8,1.86,2,0,34.0,0,1,0,400
Iago Aspas,forward,Celta Vigo,7dcf86f6,30,2018,85,20,42.2,79.5,6,20.0,5,36,55.6,1.37,5,0,35.8,0,0,1,900
Ibrahima KonatГ©,defender,RB Leipzig,5ed9b537,19,2018,79,1,23.1,75.7,1,63.0,126,26,84.6,2.04,7,0,72.9,1,0,0,361
Ignatius Ganago,forward,Nice,23c63b7f,19,2018,71,2,37.0,76.9,0,0.0,7,25,68.0,1.55,1,0,52.3,0,0,1,361
Ihlas Bebou,midfielder,Hannover 96,a53b661f,24,2018,77,4,38.5,66.1,3,44.4,9,57,61.4,0.92,1,0,42.6,0,1,0,576
Isaac Hayden,midfielder,Newcastle Utd,c951a6df,23,2018,76,1,22.7,78.2,4,56.1,30,16,75.0,1.52,3,1,56.5,0,1,0,529
Isco,midfielder,Real Madrid,a0b4bb3e,26,2018,86,3,28.0,84.9,2,41.2,3,49,69.4,1.7,3,0,33.3,0,1,0,676
IsmaГ«l TraorГ©,defender,Angers,b666421b,31,2018,75,3,40.0,85.1,1,37.5,120,9,66.7,1.1,2,1,43.7,1,0,0,961
Issa Diop,defender,West Ham,a712ca2b,21,2018,78,1,33.3,85.8,0,64.9,161,9,66.7,1.55,4,0,60.5,1,0,0,441
Ivan PeriЕЎiД‡,forward,Inter,6fe90922,29,2018,84,8,28.1,67.3,3,31.4,55,55,41.8,1.76,5,0,47.6,0,0,1,841
Ivan RadovanoviД‡,midfielder,Chievo,023937a9,29,2018,76,0,3.3,85.2,0,35.5,36,7,100.0,0.53,6,0,52.4,0,1,0,841
Ivan RakitiД‡,midfielder,Barcelona,89f951b5,30,2018,86,3,30.6,90.3,5,32.4,33,30,63.3,2.41,7,1,64.9,0,1,0,900
Jack Cork,midfielder,Burnley,74e12f1e,29,2018,76,1,11.8,80.3,2,39.1,82,38,73.7,1.08,6,0,39.5,0,1,0,841
Jack Stephens,defender,Southampton,6adbc307,24,2018,74,1,71.4,74.2,0,57.1,96,7,71.4,1.04,4,0,56.7,1,0,0,576
Jadon Sancho,forward,Dortmund,dbf053da,18,2018,84,12,52.5,79.7,14,32.3,12,186,60.8,2.24,2,0,5.0,0,0,1,324
Jakub Jankto,midfielder,Sampdoria,1ea5f91c,22,2018,75,0,21.7,77.5,0,26.7,16,5,20.0,1.32,2,0,30.8,0,1,0,484
Jamaal Lascelles,defender,Newcastle Utd,450ab6fc,24,2018,78,0,9.1,76.3,1,78.6,218,1,100.0,1.16,4,0,67.2,1,0,0,576
James McArthur,midfielder,Crystal Palace,cee31595,30,2018,76,3,23.5,78.5,6,38.5,55,31,64.5,1.29,7,0,45.6,0,1,0,900
James Milner,forward,Liverpool,2f90f6b8,32,2018,81,5,19.0,80.3,4,36.6,30,20,75.0,2.52,6,1,40.4,0,0,1,1024
James Tarkowski,defender,Burnley,15ea812b,25,2018,79,3,40.9,68.9,1,58.0,240,9,77.8,1.11,8,0,68.3,1,0,0,625
James Tomkins,defender,Crystal Palace,e7ca0439,29,2018,78,1,31.8,82.6,1,53.6,184,4,50.0,1.21,5,0,50.8,1,0,0,841
James Ward-Prowse,forward,Southampton,3515d404,23,2018,79,7,50.0,68.7,0,32.6,59,11,45.5,1.04,4,0,30.9,0,0,1,529
Jamie Vardy,forward,Leicester City,45963054,31,2018,85,18,44.6,62.9,4,23.5,28,32,37.5,1.41,3,1,39.0,0,0,1,961
Jan Bednarek,defender,Southampton,4115ce4e,22,2018,77,0,20.0,68.4,1,56.8,171,3,33.3,1.2,7,0,56.8,1,0,0,484
Janik Haberer,midfielder,Freiburg,70dcf94d,24,2018,75,1,11.5,78.3,3,40.0,49,38,63.2,1.0,5,1,48.6,0,1,0,576
Jannik Vestergaard,defender,Southampton,1900032e,25,2018,78,0,7.1,75.7,0,62.2,174,13,76.9,1.3,2,0,62.5,1,0,0,625
Jason,midfielder,Levante,9038c2a1,24,2018,75,2,28.1,66.8,5,28.2,27,78,37.2,1.27,10,0,50.8,0,1,0,576
Jean-Eudes Aholou,midfielder,Monaco,48b28bfd,24,2018,74,0,23.1,84.3,1,50.0,12,17,58.8,1.0,2,0,46.8,0,1,0,576
Jean-KГ©vin Augustin,forward,RB Leipzig,97bfa797,21,2018,76,3,61.5,78.4,0,0.0,0,21,42.9,1.35,0,0,6.3,0,0,1,441
Jean-Philippe Gbamin,midfielder,Mainz 05,6bd603db,22,2018,79,2,19.4,79.0,1,45.1,32,66,53.0,1.26,3,0,57.3,0,1,0,484
Jean-Victor Makengo,midfielder,Nice,22bfb57e,20,2018,70,1,38.5,85.0,0,20.0,5,33,78.8,1.28,3,0,17.2,0,1,0,400
Jeff Hendrick,midfielder,Burnley,989d5705,26,2018,75,3,31.6,72.9,0,28.1,31,28,42.9,0.97,4,0,37.0,0,1,0,676
Jeffrey Gouweleeuw,defender,Augsburg,1025db8e,27,2018,78,0,25.0,76.5,2,61.5,71,19,52.6,0.96,4,0,54.2,1,0,0,729
Jeffrey Schlupp,midfielder,Crystal Palace,3312f911,25,2018,74,4,28.6,74.3,1,37.0,27,40,55.0,1.1,1,0,47.3,0,1,0,625
Jeison Murillo,defender,Barcelona,b233e8e4,26,2018,79,0,100.0,92.1,0,0.0,5,0,0.0,0.5,0,0,44.4,1,0,0,676
Jens Stryger Larsen,defender,Udinese,f91e81c9,27,2018,74,1,37.5,76.3,4,50.0,98,26,42.3,1.08,6,0,48.3,1,0,0,729
Jesse Lingard,forward,Manchester Utd,810e3c74,25,2018,82,4,41.9,83.5,2,25.0,9,29,44.8,1.78,3,0,15.6,0,0,1,625
JesГєs Navas,midfielder,Sevilla,3f10bd22,32,2018,82,1,34.4,73.1,5,66.7,62,45,77.8,1.5,8,0,26.3,0,1,0,1024
Joachim Andersen,defender,Sampdoria,e34fc66d,22,2018,78,0,38.5,88.6,1,61.3,147,16,93.8,1.5,7,0,55.2,1,0,0,484
JoaquГ­n,forward,Betis,4c5b14d2,37,2018,80,6,52.2,79.8,0,42.9,31,65,73.8,1.43,5,0,45.2,0,0,1,1369
JoaquГ­n Correa,forward,Lazio,45b9b619,23,2018,80,5,42.9,84.4,6,27.8,7,123,56.9,1.47,5,0,36.5,0,0,1,529
Joe Gomez,defender,Liverpool,7a11550b,21,2018,80,0,20.0,85.5,0,60.0,42,5,80.0,2.63,2,0,55.8,1,0,0,441
Joel Ward,defender,Crystal Palace,8a7ff278,28,2018,73,1,50.0,71.8,0,30.0,35,2,50.0,1.71,1,0,56.3,1,0,0,784
John Brooks,defender,Wolfsburg,e27da244,25,2018,79,3,26.3,85.9,2,48.1,135,5,80.0,1.55,7,0,73.3,1,0,0,625
John Guidetti,forward,AlavГ©s,99bebd12,26,2018,76,2,50.0,66.0,1,0.0,6,4,25.0,1.14,2,0,42.1,0,0,1,676
John Stones,defender,Manchester City,5eecec3d,24,2018,83,0,20.0,94.2,0,44.4,64,8,75.0,2.42,1,0,66.3,1,0,0,576
Jonas Hofmann,midfielder,M'Gladbach,2903a856,26,2018,78,5,23.5,80.9,5,24.3,14,27,40.7,1.67,2,0,17.9,0,1,0,676
Jonas Martin,midfielder,Strasbourg,468fdbad,28,2018,77,3,47.1,87.3,1,51.5,42,27,70.4,1.35,9,0,47.2,0,1,0,784
Jonathan Bamba,forward,Lille,b2bd0f6c,22,2018,78,13,40.9,77.0,3,33.3,18,76,44.7,1.97,4,0,42.9,0,0,1,484
Jonathan Schmid,defender,Augsburg,088ca1bd,28,2018,75,3,52.9,78.5,7,57.1,70,31,51.6,1.11,1,0,51.9,1,0,0,784
Jonathan Tah,defender,Leverkusen,bd142efb,22,2018,83,3,33.3,89.6,1,53.1,142,20,85.0,1.73,3,0,69.2,1,0,0,484
Jonjo Shelvey,midfielder,Newcastle Utd,3727dd3c,26,2018,77,1,34.8,67.6,1,47.1,15,12,83.3,0.94,1,0,58.3,0,1,0,676
Jonjoe Kenny,defender,Everton,099e666f,21,2018,73,0,0.0,73.8,1,55.6,36,10,50.0,0.9,1,0,67.6,1,0,0,441
Jonny Evans,defender,Leicester City,f8fcd2a5,30,2018,79,1,27.3,84.7,0,72.2,152,0,0.0,1.46,2,0,66.1,1,0,0,900
Jordan Amavi,defender,Marseille,22721b88,24,2018,74,0,12.5,75.0,2,62.5,93,43,53.5,1.39,7,2,69.6,1,0,0,576
Jordan Ayew,forward,Crystal Palace,da052c14,26,2018,75,1,11.1,73.1,2,30.0,6,26,42.3,1.4,3,0,26.4,0,0,1,676
Jordan Ferri,midfielder,NГ®mes,375622c5,26,2018,74,2,20.0,80.7,1,41.9,9,50,54.0,1.63,5,0,40.4,0,1,0,676
Jordan Henderson,midfielder,Liverpool,935e6b8f,28,2018,83,1,6.3,85.6,3,41.0,17,14,50.0,2.59,2,1,54.5,0,1,0,784
Jordan Torunarigha,defender,Hertha BSC,f86cabbd,20,2018,72,2,28.6,78.4,2,64.3,55,5,20.0,1.5,3,1,70.4,1,0,0,400
Jordan Veretout,midfielder,Fiorentina,4a56052c,25,2018,78,5,15.6,77.5,3,40.4,54,32,65.6,0.97,12,1,37.9,0,1,0,625
