"Player","Pos","Squad","id","Age","Season","RATING","Gls","SoT%","Cmp","Cmp%","Ast","Tkl","Tkl%","Clr","Att.5","Succ%","Min","PPM","CrdY","CrdR","Fls","Won%","def","mid","forw","Age^2"
"Dante","defender","Nice","fd2bc67d","34","2018","79","1","14.3","2198","91.2","1","54","58.5","156","5","80","3226","1.56","11","0","44","64.7","1","0","0","1156"
"Darko LazoviД‡","midfielder","Genoa","5128bde4","27","2018","74","3","23.7","736","69","4","28","45.2","33","75","48","2542","1.06","2","0","15","43.2","0","1","0","729"
"David Alaba","defender","Bayern Munich","05439de2","26","2018","85","3","34","1769","82.2","3","34","65.4","40","39","74.4","2530","2.29","4","0","13","52.2","1","0","0","676"
"David Silva","midfielder","Manchester City","e2716bd0","32","2018","88","6","35.3","1795","85.2","8","30","5","15","47","66","2401","2.61","2","0","26","45.2","0","1","0","1024"
"Davide Biraschi","defender","Genoa","64cd167d","24","2018","73","0","9.1","840","65","0","58","59.5","107","65","70.8","2841","1.03","3","1","37","54.5","1","0","0","576"
"Davide Calabria","defender","Milan","2146785a","21","2018","77","1","20","1200","80.8","2","79","55.2","78","33","36.4","1950","1.54","5","0","14","40","1","0","0","441"
"Davide Zappacosta","defender","Chelsea","7fe90ccd","26","2018","79","0","50","74","81.3","0","0","0","5","3","66.7","128","2.5","0","0","2","60","1","0","0","676"
"Davie Selke","forward","Hertha BSC","1238a3f9","23","2018","78","3","43.2","275","57.4","5","5","22.2","7","49","44.9","1739","1.23","4","0","28","52.8","0","0","1","529"
"Davinson SГЎnchez","defender","Tottenham","da7b447d","22","2018","83","1","21.4","1297","89.8","1","37","54.1","103","3","33.3","1942","1.74","2","0","20","57.8","1","0","0","484"
"Dayot Upamecano","defender","RB Leipzig","d248cd8f","19","2018","77","0","10","617","82","0","22","83.3","47","8","100","1293","1.6","5","0","17","66.7","1","0","0","361"
"Declan Rice","midfielder","West Ham","1c7012b8","19","2018","78","2","22.7","1313","86.2","0","98","43.2","56","34","76.5","3003","1.44","4","0","17","56.8","0","1","0","361"
"Dele Alli","midfielder","Tottenham","cea4ee8f","22","2018","84","5","48.7","836","79.2","3","33","20.8","20","54","53.7","1825","1.72","4","0","23","50","0","1","0","484"
"Demarai Gray","forward","Leicester City","4468ec10","22","2018","75","4","40.4","518","72.2","1","25","37.5","15","73","57.5","1985","1.41","2","0","14","25","0","0","1","484"
"Denis Zakaria","midfielder","M'Gladbach","384d58d9","21","2018","81","4","36.1","629","81.9","0","40","40","20","53","54.7","1959","1.65","7","0","31","45.7","0","1","0","441"
"Dennis Geiger","midfielder","Hoffenheim","37f606f0","20","2018","70","0","50","127","88.2","1","2","16.7","1","4","25","246","1.25","1","0","5","16.7","0","1","0","400"
"Dennis Praet","midfielder","Sampdoria","86695068","24","2018","76","2","35.3","1556","83.3","3","62","52.9","31","63","60.3","2890","1.38","6","0","25","54.1","0","1","0","576"
"Diego Demme","midfielder","RB Leipzig","dc3fa3b5","26","2018","78","0","30","1214","79.3","2","75","49.3","15","16","50","2055","1.88","4","0","36","51.9","0","1","0","676"
"Diego GodГ­n","defender","AtlГ©tico Madrid","fc4f85b1","32","2018","88","3","57.1","844","79.9","1","52","47.6","141","11","90.9","2509","2.03","6","0","32","61.9","1","0","0","1024"
"Diego Llorente","defender","Real Sociedad","bba30585","24","2018","77","0","14.3","935","84.2","0","26","58.6","83","4","50","1752","1.62","5","0","20","58.2","1","0","0","576"
"Dimitri LiГ©nard","forward","Strasbourg","f7691f63","30","2018","73","0","31.8","667","77.5","2","33","46.7","22","25","64","1291","1.64","1","0","5","25","0","0","1","900"
"Dimitri Payet","midfielder","Marseille","58ae47b2","31","2018","81","4","32.4","842","68.7","6","11","22.7","8","30","60","1904","1.68","3","0","13","28.6","0","1","0","961"
"Divock Origi","forward","Liverpool","43a166b4","23","2018","78","3","46.2","77","67","1","6","25","2","10","60","371","2.5","0","0","2","25","0","0","1","529"
"Domenico Berardi","forward","Sassuolo","53a0e358","23","2018","78","8","24","948","71.8","4","38","20.5","24","94","48.9","2875","1.11","5","1","65","40.4","0","0","1","529"
"Dominic Calvert-Lewin","forward","Everton","59e6e5bf","21","2018","77","6","30.8","266","60.6","2","13","46.7","19","39","53.8","1784","1.4","3","0","34","43","0","0","1","441"
"Dominik Kohr","midfielder","Leverkusen","0fbecd11","24","2018","76","0","26.7","404","79.5","2","42","40","17","9","44.4","973","1.72","4","0","22","41.4","0","1","0","576"
"Dominique Heintz","defender","Freiburg","699fb8db","24","2018","76","1","40","1361","81.4","1","41","56.3","214","26","80.8","3053","1.06","5","0","30","54.5","1","0","0","576"
"Douglas Luiz","midfielder","Girona","6f7d826d","20","2018","74","0","0","619","83","0","34","23.7","26","25","92","1490","0.91","7","0","47","56.5","0","1","0","400"
"Dries Mertens","forward","Napoli","89b2c8a9","31","2018","87","16","43.2","697","74","11","19","4.8","3","38","47.4","2252","2","1","0","32","27.3","0","0","1","961"
"DuvГЎn Zapata","forward","Atalanta","d3de9af0","27","2018","82","23","42.2","560","76","7","9","11.1","25","83","48.2","2896","1.84","5","0","61","41.1","0","0","1","729"
"Eden Hazard","forward","Chelsea","a39bb753","27","2018","91","16","43.8","1581","79.6","15","14","29.4","6","204","67.2","2923","1.86","2","0","12","38","0","0","1","729"
"Edimilson Fernandes","midfielder","Fiorentina","3bb625ac","22","2018","72","2","23.8","740","84.7","0","36","38.9","31","39","51.3","1970","1","9","1","38","37.5","0","1","0","484"
"Edin DЕѕeko","forward","Roma","3bb7f478","32","2018","84","9","38.2","508","68.8","6","13","25","36","69","49.3","2579","1.67","9","0","31","59.9","0","0","1","1024"
"Edinson Cavani","forward","Paris S-G","527f063d","31","2018","88","18","36.2","272","75.3","5","11","23.1","16","21","57.1","1671","2.52","1","0","11","25","0","0","1","961"
"Edoardo Goldaniga","defender","Frosinone","4b029b31","24","2018","73","1","15.4","842","72.6","1","43","59.4","119","10","70","2610","0.59","6","0","46","63.1","1","0","0","576"
"Ellyes Skhiri","midfielder","Montpellier","c2211709","23","2018","78","3","20","1428","85.4","2","105","47.3","41","43","74.4","3090","1.59","5","0","40","57.1","0","1","0","529"
"Elseid Hysaj","defender","Napoli","2f3452eb","24","2018","80","0","7.7","1516","85.6","2","40","51","51","33","54.5","2107","2.19","4","0","23","53.8","1","0","0","576"
"Emil Forsberg","midfielder","RB Leipzig","9a2e0ccc","26","2018","82","4","40.7","406","75.7","7","12","31.3","6","41","53.7","1249","2.1","0","0","7","44.4","0","1","0","676"
"Emil Krafth","defender","Amiens","77cf6852","23","2018","74","1","50","1040","69.4","1","55","49.2","94","22","36.4","2974","1.06","2","0","40","56.8","1","0","0","529"
"Emre Can","midfielder","Juventus","a65ce836","24","2018","81","4","25.8","886","85.9","1","64","60","36","35","74.3","1811","2.41","7","0","44","63.9","0","1","0","576"
"Enes Гњnal","forward","Valladolid","f8eca1b6","21","2018","77","6","26","367","68.1","3","17","16.7","18","38","47.4","2148","1","7","0","42","40.4","0","0","1","441"
"Enis Bardhi","midfielder","Levante","cac2537b","23","2018","78","3","27.3","864","72.7","4","70","32.2","36","72","59.7","2836","1.14","6","0","61","27","0","1","0","529"
"Eric Bailly","defender","Manchester Utd","a1232f4e","24","2018","80","0","33.3","264","86.6","0","15","80","39","5","80","638","2.17","0","1","5","76.5","1","0","0","576"
"Eric Dier","forward","Tottenham","ac861941","24","2018","79","3","33.3","923","84.4","0","26","40.4","46","7","28.6","1506","1.85","4","0","24","53","0","0","1","576"
"Erick Cabaco","defender","Levante","e7ab4179","23","2018","75","2","30","514","72.4","0","22","41.4","69","3","33.3","1632","1.24","11","2","33","52.8","1","0","0","529"
"Erik Thommy","midfielder","Stuttgart","df8e7b62","23","2018","72","1","16","231","71.1","1","5","14.3","4","21","38.1","794","0.68","3","1","8","35","0","1","0","529"
"Ermin BiДЌakДЌiД‡","defender","Hoffenheim","7aac47fe","28","2018","77","1","44.4","1034","88.1","2","32","59.1","79","0","0","1790","1.72","0","0","18","63.1","1","0","0","784"
"Fabian SchГ¤r","defender","Newcastle Utd","c8aa95da","26","2018","79","4","28","687","67","1","60","48","145","22","63.6","1999","1.71","12","0","28","49.6","1","0","0","676"
"Fabinho","midfielder","Liverpool","7f3b388c","24","2018","85","1","23.5","1381","84.9","2","59","40.7","27","16","62.5","2017","2.54","6","0","29","57.4","0","1","0","576"
"Fabio Quagliarella","forward","Sampdoria","ee4f2f3b","35","2018","83","26","35.9","598","66.5","8","14","13.3","17","36","52.8","3199","1.43","1","0","32","29.5","0","0","1","1225"
"Federico Bernardeschi","midfielder","Juventus","ee93c1a9","24","2018","83","2","28.3","550","76.5","3","14","38.9","10","40","52.5","1473","2.43","5","1","20","42.1","0","1","0","576"
"Federico Ceccherini","defender","Fiorentina","d9624b51","26","2018","71","0","100","506","85.6","0","13","55.6","40","8","75","994","1.07","2","0","17","58.8","1","0","0","676"
"Federico Chiesa","forward","Fiorentina","b0f7e36c","20","2018","79","6","30.8","653","66.6","3","46","25","12","180","43.9","3034","1.08","4","0","56","23","0","0","1","400"
"Federico Fazio","defender","Roma","4e358a2d","31","2018","80","5","50","1208","84.8","0","28","48","171","17","82.4","2806","1.71","6","0","28","70.4","1","0","0","961"
"Federico FernГЎndez","defender","Newcastle Utd","f25b010f","29","2018","76","0","25","484","78.1","1","16","55.6","106","0","0","1484","1.11","2","0","12","55.2","1","0","0","841"
"Federico Valverde","midfielder","Real Madrid","0959c2a2","20","2018","81","0","14.3","323","85.4","0","12","45.5","10","17","76.5","656","2.25","4","0","15","60","0","1","0","400"
"Ferland Mendy","defender","Lyon","3cefcaef","23","2018","80","2","30.4","1636","82.9","1","44","82.4","53","72","76.4","2531","1.87","2","0","28","56.1","1","0","0","529"
"Filip KostiД‡","midfielder","Eint Frankfurt","b1cd37e6","25","2018","82","6","29","945","59.5","10","64","35.4","50","93","62.4","2956","1.59","4","0","26","48.9","0","1","0","625"
"Flavien Tait","midfielder","Angers","a0f9b535","25","2018","78","5","44","1120","72","7","58","39","15","148","55.4","2985","1.17","2","0","34","40","0","1","0","625"
"Florent Mollet","midfielder","Montpellier","7e82a78f","26","2018","78","6","39.3","1179","79.6","4","36","25.5","7","51","39.2","2564","1.59","6","1","45","31.3","0","1","0","676"
"Florian Kainz","forward","Werder Bremen","94c18565","25","2018","75","0","25","131","64.2","1","6","50","5","12","41.7","373","1.75","2","0","3","63.6","0","0","1","625"
"Florian Lejeune","defender","Newcastle Utd","6eaed4eb","27","2018","78","0","28.6","433","75.3","0","25","45.8","49","4","75","1054","1.42","0","0","11","64.6","1","0","0","729"
"Florian Niederlechner","forward","Freiburg","d6862409","27","2018","77","4","58.1","120","67","1","7","0","10","22","40.9","970","0.83","3","0","23","32.6","0","0","1","729"
"Francesco Acerbi","defender","Lazio","b96b595c","30","2018","83","3","38.9","1560","86.7","1","40","75","169","11","81.8","3309","1.59","4","1","24","69.1","1","0","0","900"
"Francis Coquelin","midfielder","Valencia","a6951bf8","27","2018","80","0","33.3","836","85.8","1","46","48.6","29","33","81.8","1761","1.54","5","0","22","64.8","0","1","0","729"
"Gabriel Jesus","forward","Manchester City","b66315ae","21","2018","82","7","52.4","294","81.2","3","10","0","4","38","57.9","1036","2.55","1","0","12","27.8","0","0","1","441"
"Gabriel Silva","defender","Saint-Г‰tienne","4914ed4a","27","2018","73","0","20","467","76.8","2","19","35.3","60","13","69.2","1429","1.79","1","0","18","50.8","1","0","0","729"
"Gareth Bale","forward","Real Madrid","a58bb1e1","29","2018","85","8","41.3","567","71.7","3","16","30","13","44","54.5","1786","1.72","4","0","18","51.4","0","0","1","841"
"GaГ«l Kakuta","midfielder","Rayo Vallecano","5b1bf5e3","27","2018","73","1","0","188","67.9","0","12","20","9","30","53.3","717","0.5","1","0","9","26.3","0","1","0","729"
"GaГ«tan Laborde","forward","Montpellier","7cdda3bf","24","2018","78","11","31.4","591","63.7","4","36","40.7","27","97","43.3","2895","1.61","1","1","34","47.3","0","0","1","576"
"Geoffrey Kondogbia","midfielder","Valencia","cce181df","25","2018","81","1","18.2","628","84.2","1","47","44.4","22","24","91.7","1245","1.42","1","0","21","46.2","0","1","0","625"
"Georginio Wijnaldum","midfielder","Liverpool","eb58eef0","27","2018","84","3","26.7","1620","90.5","0","41","51.9","24","49","59.2","2725","2.57","3","0","18","48.5","0","1","0","729"
"GermГЎn Pezzella","defender","Fiorentina","8c725b43","27","2018","79","2","19.2","1404","85.8","1","56","60.8","159","6","66.7","2850","1.09","5","0","32","69","1","0","0","729"
"Giacomo Bonaventura","midfielder","Milan","d995ed27","28","2018","82","3","33.3","327","86.7","1","6","28.6","8","13","76.9","646","1.5","0","0","5","56.3","0","1","0","784"
"Gian Marco Ferrari","defender","Sassuolo","8650af85","26","2018","74","4","34.8","1647","86.1","0","41","75","97","5","80","2790","1.19","9","0","38","67.8","1","0","0","676"
"Gianluca Caprari","forward","Sampdoria","54e53b7e","25","2018","74","6","46.7","352","77.4","2","15","41.7","3","32","56.3","1031","1.48","1","0","20","8.3","0","0","1","625"
"Gianluca Mancini","defender","Atalanta","5aa53281","22","2018","76","5","32.5","1152","82.3","2","40","55.2","77","12","91.7","2246","1.83","5","0","36","62.3","1","0","0","484"
"Giorgio Chiellini","defender","Juventus","e85fb9b8","33","2018","89","1","30.8","1145","84.3","1","24","62.5","96","5","80","1991","2.52","3","0","14","69.4","1","0","0","1089"
"Giovani Lo Celso","midfielder","Betis","d7553721","22","2018","83","9","41.7","1194","81.7","4","52","25.7","8","103","61.2","2397","1.25","5","0","36","41","0","1","0","484"
"Giovanni Simeone","forward","Fiorentina","343c0d52","23","2018","77","6","39.4","231","64.9","3","43","24.1","14","55","47.3","2454","1.11","2","0","47","27.1","0","0","1","529"
"Giuseppe Pezzella","forward","Genoa","149c5f5d","20","2018","71","0","0","32","74.4","0","2","0","4","0","0","112","1.2","0","1","3","0","0","0","1","400"
"Gonzalo Escalante","midfielder","Eibar","3f79a1c8","25","2018","77","4","36.4","591","77.1","1","49","41.3","21","30","76.7","1789","1.25","6","0","32","41.7","0","1","0","625"
"Granit Xhaka","forward","Arsenal","e61b8aee","25","2018","81","4","37.9","1981","81.7","2","52","40.7","56","14","50","2498","1.86","10","0","45","54.9","0","0","1","625"
"Guillermo MaripГЎn","defender","AlavГ©s","d9764034","24","2018","78","2","26.7","533","75.2","2","46","68.4","133","4","50","2008","1.61","5","0","16","72","1","0","0","576"
"Hakan Г‡alhanoДџlu","midfielder","Milan","cd0fa27b","24","2018","80","3","24.5","1504","79.7","6","52","50","19","48","66.7","2884","1.81","3","0","29","43.8","0","1","0","576"
"Hamari TraorГ©","defender","Rennes","a4b1028a","26","2018","75","0","31","1561","81","2","61","50.7","82","52","50","2972","1.41","7","0","51","37.6","1","0","0","676"
"Hamza Choudhury","midfielder","Leicester City","7d2d3329","20","2018","74","0","50","205","84","0","24","60","13","6","33.3","595","1.89","0","0","7","45.5","0","1","0","400"
"Hans Hateboer","defender","Atalanta","3b333ac3","24","2018","78","5","34.5","1518","82.6","5","43","50","47","40","35","2973","1.86","5","0","31","56","1","0","0","576"
"Harry Kane","forward","Tottenham","21a66f6a","25","2018","89","17","42.9","419","72.5","4","10","7.1","14","82","48.8","2424","1.86","5","0","31","41.2","0","0","1","625"
"Harry Maguire","defender","Leicester City","d8931174","25","2018","82","3","40","1499","85.5","0","31","64.7","155","20","85","2596","1.29","6","1","20","78.1","1","0","0","625"
"Harry Winks","midfielder","Tottenham","2f7acede","22","2018","80","1","22.2","1277","91.3","0","22","16.7","19","23","73.9","1597","2.08","4","0","16","46.2","0","1","0","484"
"Harvey Barnes","midfielder","Leicester City","3ea50f67","20","2018","75","1","25","244","72.6","2","10","66.7","7","49","61.2","1004","1.25","0","0","7","46.7","0","1","0","400"
"Henrikh Mkhitaryan","forward","Arsenal","dd0daf32","29","2018","81","6","28.6","655","74.8","4","28","27.3","13","52","38.5","1641","1.88","1","0","27","45.7","0","0","1","841"
"Houssem Aouar","midfielder","Lyon","a5db0bec","20","2018","81","7","31","1793","86.3","7","63","27.9","25","97","59.8","3061","1.86","2","0","30","34","0","1","0","400"
"Iago Aspas","forward","Celta Vigo","7dcf86f6","30","2018","85","20","42.2","731","79.5","6","16","20","5","36","55.6","2251","1.37","5","0","16","35.8","0","0","1","900"
"Ibrahima KonatГ©","defender","RB Leipzig","5ed9b537","19","2018","79","1","23.1","789","75.7","1","44","63","126","26","84.6","2431","2.04","7","0","37","72.9","1","0","0","361"
"Ignatius Ganago","forward","Nice","23c63b7f","19","2018","71","2","37","173","76.9","0","3","0","7","25","68","1036","1.55","1","0","9","52.3","0","0","1","361"
"Ihlas Bebou","midfielder","Hannover 96","a53b661f","24","2018","77","4","38.5","293","66.1","3","15","44.4","9","57","61.4","1066","0.92","1","0","9","42.6","0","1","0","576"
