Player,Pos,Squad,id,Age,Season,RATING,xG,Blocks,Tkl+Int,Err,Def Pen,Att.5,Succ%,Mn/Sub,xG+/-90,OG,Won%,def,mid,forw,Age^2
Jeffrey Gouweleeuw,defender,Augsburg,1025db8e,27,2018,78,0.7,17,98,1,146,19,52.6,3,-0.42,0,54.2,1,0,0,729
Jeffrey Schlupp,midfielder,Crystal Palace,3312f911,25,2018,74,3.2,24,60,1,34,40,55.0,15,-0.21,0,47.3,0,1,0,625
Jeison Murillo,defender,Barcelona,b233e8e4,26,2018,79,0.0,1,2,1,8,0,0.0,22,-0.1,0,44.4,1,0,0,676
Jens Stryger Larsen,defender,Udinese,f91e81c9,27,2018,74,1.8,39,68,1,114,26,42.3,0,-0.39,0,48.3,1,0,0,729
Jesse Lingard,forward,Manchester Utd,810e3c74,25,2018,82,4.7,10,39,1,11,29,44.8,17,0.56,0,15.6,0,0,1,625
JesГєs Navas,midfielder,Sevilla,3f10bd22,32,2018,82,1.5,68,57,0,83,45,77.8,29,0.46,0,26.3,0,1,0,1024
Joachim Andersen,defender,Sampdoria,e34fc66d,22,2018,78,1.0,10,75,1,277,16,93.8,0,-0.16,0,55.2,1,0,0,484
JoaquГ­n,forward,Betis,4c5b14d2,37,2018,80,3.2,20,24,1,32,65,73.8,25,0.07,0,45.2,0,0,1,1369
JoaquГ­n Correa,forward,Lazio,45b9b619,23,2018,80,8.0,19,23,0,14,123,56.9,32,0.55,0,36.5,0,0,1,529
Joe Gomez,defender,Liverpool,7a11550b,21,2018,80,0.3,9,32,0,55,5,80.0,12,0.95,0,55.8,1,0,0,441
Joel Ward,defender,Crystal Palace,8a7ff278,28,2018,73,0.6,5,22,0,33,2,50.0,11,0.29,0,56.3,1,0,0,784
John Brooks,defender,Wolfsburg,e27da244,25,2018,79,2.6,10,66,3,187,5,80.0,0,-0.02,0,73.3,1,0,0,625
John Guidetti,forward,AlavГ©s,99bebd12,26,2018,76,1.4,5,5,0,7,4,25.0,13,-0.36,0,42.1,0,0,1,676
John Stones,defender,Manchester City,5eecec3d,24,2018,83,0.3,5,30,1,123,8,75.0,7,1.36,0,66.3,1,0,0,576
Jonas Hofmann,midfielder,M'Gladbach,2903a856,26,2018,78,5.5,20,53,1,28,27,40.7,28,0.21,0,17.9,0,1,0,676
Jonas Martin,midfielder,Strasbourg,468fdbad,28,2018,77,3.9,22,76,0,69,27,70.4,0,-0.09,0,47.2,0,1,0,784
Jonathan Bamba,forward,Lille,b2bd0f6c,22,2018,78,8.4,39,70,0,9,76,44.7,20,0.45,0,42.9,0,0,1,484
Jonathan Schmid,defender,Augsburg,088ca1bd,28,2018,75,0.8,31,87,2,83,31,51.6,0,-0.56,1,51.9,1,0,0,784
Jonathan Tah,defender,Leverkusen,bd142efb,22,2018,83,1.1,12,89,1,196,20,85.0,0,0.43,0,69.2,1,0,0,484
Jonjo Shelvey,midfielder,Newcastle Utd,3727dd3c,26,2018,77,0.9,12,29,0,17,12,83.3,17,-0.31,0,58.3,0,1,0,676
Jonjoe Kenny,defender,Everton,099e666f,21,2018,73,0.1,21,38,1,37,10,50.0,37,-0.14,0,67.6,1,0,0,441
Jonny Evans,defender,Leicester City,f8fcd2a5,30,2018,79,0.9,6,57,3,182,0,0.0,37,0.31,0,66.1,1,0,0,900
Jordan Amavi,defender,Marseille,22721b88,24,2018,74,0.8,38,120,4,79,43,53.5,20,0.09,0,69.6,1,0,0,576
Jordan Ayew,forward,Crystal Palace,da052c14,26,2018,75,2.9,13,45,0,7,26,42.3,10,-0.11,0,26.4,0,0,1,676
Jordan Ferri,midfielder,NГ®mes,375622c5,26,2018,74,0.7,24,67,1,15,50,54.0,28,0.05,0,40.4,0,1,0,676
Jordan Henderson,midfielder,Liverpool,935e6b8f,28,2018,83,1.5,24,76,0,35,14,50.0,20,0.98,0,54.5,0,1,0,784
Jordan Torunarigha,defender,Hertha BSC,f86cabbd,20,2018,72,1.1,6,63,0,61,5,20.0,45,-0.04,0,70.4,1,0,0,400
Jordan Veretout,midfielder,Fiorentina,4a56052c,25,2018,78,5.9,34,110,2,67,32,65.6,0,0.34,0,37.9,0,1,0,625
Jorginho,midfielder,Chelsea,45db685d,26,2018,83,1.4,31,140,1,106,27,55.6,0,0.52,0,36.4,0,1,0,676
Joselu,forward,Newcastle Utd,6265208f,28,2018,74,1.6,4,17,0,15,5,20.0,15,-1.13,0,51.8,0,0,1,784
Joshua Kimmich,forward,Bayern Munich,49296448,23,2018,86,2.2,43,80,3,88,62,61.3,0,1.72,0,52.2,0,0,1,529
Joshua King,forward,Bournemouth,43458538,26,2018,79,13.5,28,37,0,26,126,51.6,16,-0.08,0,43.1,0,0,1,676
Josip Brekalo,forward,Wolfsburg,d4a2533d,20,2018,76,2.3,24,27,1,8,59,50.8,22,-0.32,0,28.6,0,0,1,400
Josuha Guilavogui,midfielder,Wolfsburg,e6c43eec,27,2018,80,1.0,9,74,2,71,10,80.0,0,-0.12,0,59.2,0,1,0,729
JosГ© CallejГіn,midfielder,Napoli,78841da9,31,2018,84,5.7,32,56,0,28,29,51.7,24,0.55,0,22.0,0,1,0,961
JosГ© MarГ­a GimГ©nez,defender,AtlГ©tico Madrid,f0da930c,23,2018,85,1.2,3,70,2,153,8,87.5,68,0.31,0,68.8,1,0,0,529
JoГЈo Cancelo,defender,Juventus,bd6351cd,24,2018,84,1.7,22,58,0,51,85,71.8,16,0.59,0,39.6,1,0,0,576
JoГЈo Moutinho,midfielder,Wolves,f5a00fa4,31,2018,84,0.7,26,153,0,65,23,56.5,21,0.23,0,32.2,0,1,0,961
JoГЈo Pedro,forward,Cagliari,81255c03,26,2018,76,8.5,25,23,0,24,51,37.3,38,-0.57,0,44.2,0,0,1,676
Juan Cuadrado,forward,Juventus,0ab1f153,30,2018,83,1.6,12,38,0,14,32,59.4,22,0.35,0,47.1,0,0,1,900
Juanmi,forward,Real Sociedad,84399660,25,2018,77,6.6,11,37,0,10,19,84.2,19,-0.06,0,41.3,0,0,1,625
Jules KoundГ©,defender,Bordeaux,4d1666ff,19,2018,76,1.0,20,98,7,245,15,86.7,0,-0.36,0,56.9,1,0,0,361
Julian Brandt,midfielder,Leverkusen,a167537f,22,2018,84,8.0,44,44,1,12,97,56.7,35,0.47,0,44.4,0,1,0,484
Julian Draxler,midfielder,Paris S-G,1a992676,24,2018,83,4.1,27,56,1,9,58,74.1,23,1.23,0,60.0,0,1,0,576
Junior Sambia,midfielder,Montpellier,24eb7ed6,21,2018,69,2.1,14,20,0,4,48,60.4,17,0.0,0,41.4,0,1,0,441
JГ©rГґme Roussillon,defender,Wolfsburg,13203c45,25,2018,82,1.7,42,73,0,75,80,61.3,0,-0.09,0,45.3,1,0,0,625
JГіhann Berg GuГ°mundsson,midfielder,Burnley,f72293fc,27,2018,78,2.8,21,60,0,43,40,40.0,19,-0.52,0,47.6,0,1,0,729
Kai Havertz,midfielder,Leverkusen,fed7cb61,19,2018,84,12.1,35,42,0,35,87,55.2,45,0.47,0,47.0,0,1,0,361
Kalidou Koulibaly,defender,Napoli,da974c7b,27,2018,89,2.4,15,101,0,221,20,55.0,0,0.59,0,58.6,1,0,0,729
Karim Bellarabi,forward,Leverkusen,bee0bab1,28,2018,82,3.3,30,23,0,4,39,51.3,14,0.44,0,25.0,0,0,1,784
Karim Benzema,forward,Real Madrid,70d74ece,30,2018,87,17.7,29,32,0,27,74,63.5,30,0.54,0,45.7,0,0,1,900
Karim Onisiwo,forward,Mainz 05,f26834c7,26,2018,75,5.6,11,32,0,12,38,39.5,18,0.07,0,53.1,0,0,1,676
Karim Rekik,defender,Hertha BSC,3376a776,23,2018,78,0.6,7,70,0,137,5,80.0,0,-0.52,0,53.9,1,0,0,529
Karol Linetty,midfielder,Sampdoria,d023d70f,23,2018,76,2.1,33,97,0,33,42,45.2,53,-0.15,0,37.5,0,1,0,529
Kelechi Iheanacho,forward,Leicester City,c92e1a31,21,2018,73,2.1,7,8,0,2,17,52.9,13,0.32,0,28.0,0,0,1,441
Kerem Demirbay,midfielder,Hoffenheim,54b4dc4e,25,2018,82,4.5,21,79,0,63,76,76.3,42,0.83,0,44.7,0,1,0,625
Kevin Akpoguma,defender,Hoffenheim,6ec6fde0,23,2018,75,0.0,5,35,2,37,1,100.0,24,-0.44,0,41.7,1,0,0,529
Kevin Bonifazi,defender,SPAL,fb77bfef,22,2018,71,0.6,10,76,0,188,29,79.3,22,-0.28,0,55.8,1,0,0,484
Kevin De Bruyne,midfielder,Manchester City,e46012d4,27,2018,91,1.4,22,25,1,7,27,70.4,21,1.72,0,35.3,0,1,0,729
Kevin Kampl,midfielder,RB Leipzig,b825a650,27,2018,83,1.8,35,74,0,24,33,75.8,26,0.72,0,55.2,0,1,0,729
Kevin Lasagna,forward,Udinese,09538fdb,25,2018,77,8.5,19,14,0,39,23,39.1,22,-0.39,0,43.0,0,0,1,625
Kevin Long,defender,Burnley,5a4280b1,27,2018,73,0.1,3,25,1,44,1,100.0,63,-0.89,0,54.1,1,0,0,729
Kevin Strootman,midfielder,Marseille,ef2e5e1a,28,2018,80,2.0,17,100,0,31,13,76.9,15,0.07,0,50.6,0,1,0,784
Kevin Vogt,defender,Hoffenheim,1d8e9add,26,2018,80,0.2,4,57,3,183,4,75.0,0,0.85,0,61.7,1,0,0,676
Kevin Volland,forward,Leverkusen,64f69877,26,2018,82,13.8,43,39,0,37,56,55.4,19,0.49,0,37.4,0,0,1,676
Kieran Trippier,defender,Tottenham,21512407,27,2018,80,0.5,51,90,2,83,15,46.7,21,0.22,1,51.8,1,0,0,729
Kingsley Coman,forward,Bayern Munich,042e8a49,22,2018,84,4.0,28,16,0,2,91,65.9,22,1.67,0,46.2,0,0,1,484
Koffi Djidji,defender,Torino,933d3b51,25,2018,75,0.1,2,61,1,104,15,100.0,9,-0.36,0,42.6,1,0,0,625
Koke,midfielder,AtlГ©tico Madrid,55126f3b,26,2018,85,1.5,27,115,1,48,17,76.5,24,0.2,0,46.9,0,1,0,676
Konrad Laimer,forward,RB Leipzig,c1b7847c,21,2018,77,2.5,29,104,0,23,55,58.2,22,0.45,0,40.8,0,0,1,441
Kurt Zouma,defender,Everton,ce4246f5,23,2018,80,1.5,9,86,2,147,8,87.5,0,0.16,0,65.8,1,0,0,529
Kyle Walker,defender,Manchester City,86dd77d1,28,2018,84,0.8,35,76,2,82,34,52.9,26,1.47,0,64.3,1,0,0,784
Kyle Walker-Peters,defender,Tottenham,984a5a64,21,2018,74,0.3,8,11,0,9,11,81.8,7,0.05,0,25.0,1,0,0,441
Kylian MbappГ©,forward,Paris S-G,42fd9c7f,19,2018,89,28.0,21,13,0,0,118,55.1,39,1.68,0,12.5,0,0,1,361
KГ©vin Gameiro,forward,Valencia,42276181,31,2018,81,8.8,26,19,0,6,26,46.2,22,0.33,0,20.8,0,0,1,961
KГ©vin N'Doram,forward,Monaco,e50623a0,22,2018,70,0.2,1,10,1,5,0,0.0,8,0.49,0,85.7,0,0,1,484
KГ©vin Rodrigues,defender,Real Sociedad,f1bed920,24,2018,74,0.1,5,29,0,31,13,69.2,16,-0.21,0,31.6,1,0,0,576
Lars Stindl,forward,M'Gladbach,7cd6badb,29,2018,80,2.3,19,35,0,20,28,57.1,6,-0.03,0,47.5,0,0,1,841
Leon Bailey,forward,Leverkusen,3a233281,20,2018,82,5.0,45,29,0,17,77,68.8,30,0.22,0,48.1,0,0,1,400
Leon Goretzka,midfielder,Bayern Munich,cc86b9a3,23,2018,84,6.3,21,67,1,30,22,68.2,22,1.73,1,43.0,0,1,0,529
Leonardo Bonucci,defender,Juventus,52ec54d0,31,2018,86,2.1,6,56,3,174,3,100.0,46,0.58,0,44.8,1,0,0,961
Leonardo Pavoletti,forward,Cagliari,d37b0350,29,2018,78,11.3,17,39,0,27,14,64.3,29,-0.38,0,62.0,0,0,1,841
Leonardo Spinazzola,defender,Juventus,3626daea,25,2018,79,0.3,8,12,0,13,18,61.1,23,0.49,0,73.3,1,0,0,625
Leroy SanГ©,forward,Manchester City,2b114be3,22,2018,86,6.7,35,32,0,7,102,53.9,20,1.72,0,30.3,0,0,1,484
Levin Г–ztunalД±,midfielder,Mainz 05,66385c46,22,2018,73,0.5,17,24,0,11,26,61.5,23,-0.74,0,33.3,0,1,0,484
Lewis Dunk,defender,Brighton,282f75f3,26,2018,78,1.8,16,88,5,295,4,0.0,0,-0.66,0,65.4,1,0,0,676
Lionel Messi,forward,Barcelona,d70ce98e,31,2018,94,23.8,37,15,0,1,224,59.8,33,0.85,0,41.2,0,0,1,961
Lorenzo De Silvestri,defender,Torino,e74f0e59,30,2018,75,2.8,49,37,2,75,15,33.3,16,0.04,0,56.6,1,0,0,900
Lorenzo Insigne,forward,Napoli,2f557579,27,2018,87,9.9,23,22,0,8,48,54.2,25,0.65,0,30.0,0,0,1,729
Lorenzo Pellegrini,midfielder,Roma,4a5a45c7,22,2018,79,4.2,21,51,0,28,42,61.9,37,0.22,0,42.2,0,1,0,484
Lorenzo Tonelli,defender,Sampdoria,8cc29864,28,2018,77,0.9,10,55,0,143,6,100.0,63,-0.44,1,54.1,1,0,0,784
Lucas Alario,forward,Leverkusen,834d0be5,25,2018,79,6.7,18,16,0,14,15,33.3,22,0.33,0,35.7,0,0,1,625
Lucas Digne,defender,Everton,1b84dbe1,25,2018,83,1.3,77,131,0,119,30,46.7,7,0.16,1,66.9,1,0,0,625
Lucas HernГЎndez,defender,AtlГ©tico Madrid,c3ee18ef,22,2018,84,0.8,14,49,0,52,10,60.0,51,0.03,0,61.8,1,0,0,484
Lucas HГ¶ler,forward,Freiburg,ca618d23,24,2018,72,3.9,13,21,2,11,27,33.3,13,-0.57,0,31.1,0,0,1,576
Lucas Ocampos,forward,Marseille,a08b974a,24,2018,77,5.7,30,109,0,34,138,47.8,34,0.39,0,41.1,0,0,1,576
Lucas Torreira,midfielder,Arsenal,52611641,22,2018,82,1.5,24,106,2,76,21,61.9,34,0.11,0,43.5,0,1,0,484
Lucas Tousart,midfielder,Lyon,71ec39ef,21,2018,78,0.9,8,100,0,38,13,76.9,16,0.81,1,44.3,0,1,0,441
Lucas VГЎzquez,forward,Real Madrid,fd51b456,27,2018,81,2.6,33,55,0,14,58,56.9,18,0.72,0,24.1,0,0,1,729
Ludovic Blas,midfielder,Guingamp,6191093d,20,2018,76,3.3,17,88,0,20,86,66.3,22,-0.33,0,35.6,0,1,0,400
Ludwig Augustinsson,defender,Werder Bremen,9fec8860,24,2018,76,1.5,54,91,1,86,24,50.0,0,-0.16,0,48.1,1,0,0,576
Luis Alberto,midfielder,Lazio,5294a83f,25,2018,84,4.2,39,63,0,11,41,58.5,21,0.53,0,40.0,0,1,0,625
Luis Muriel,forward,Fiorentina,eb2fe5b6,27,2018,80,3.5,13,22,0,4,59,52.5,27,0.07,0,28.3,0,0,1,729
Luis SuГЎrez,forward,Barcelona,a6154613,31,2018,89,23.1,39,26,0,33,90,40.0,30,0.96,0,68.8,0,0,1,961
Luiz Felipe,defender,Lazio,15d0c248,21,2018,77,0.6,8,53,1,101,5,60.0,55,0.23,0,53.7,1,0,0,441
Luka JoviД‡,forward,Eint Frankfurt,4d8cd038,20,2018,83,14.9,24,13,0,34,45,55.6,27,0.33,0,43.1,0,0,1,400
Luka MilivojeviД‡,midfielder,Crystal Palace,2ce2508a,27,2018,81,10.9,32,162,3,114,21,61.9,0,-0.07,0,59.3,0,1,0,729
Luka ModriД‡,midfielder,Real Madrid,6025fab1,32,2018,90,2.7,34,80,1,20,83,65.1,22,0.32,0,46.2,0,1,0,1024
Lukas Klostermann,defender,RB Leipzig,ca8033cb,22,2018,79,2.0,31,79,0,74,16,43.8,18,0.51,0,60.9,1,0,0,484
Lukas KlГјnter,defender,Hertha BSC,92948149,22,2018,70,0.2,8,23,0,24,20,50.0,13,-0.31,0,53.3,1,0,0,484
Lukas KГјbler,forward,Freiburg,2a29eb9b,25,2018,71,0.2,17,65,1,53,9,66.7,2,-0.1,0,53.5,0,0,1,625
Luke Shaw,defender,Manchester Utd,9c94165b,23,2018,81,1.4,50,76,2,110,38,71.1,0,0.35,0,64.0,1,0,0,529
Lyanco,defender,Bologna,b5bf1770,21,2018,73,0.4,4,51,0,100,16,56.3,0,0.53,0,50.9,1,0,0,441
LГЎszlГі BГ©nes,midfielder,M'Gladbach,fe888e39,20,2018,75,0.0,1,3,0,1,0,0.0,26,-8.7,0,0.0,0,1,0,400
M'Baye Niang,forward,Rennes,2054d037,23,2018,77,7.8,20,24,0,17,52,34.6,24,0.2,0,54.6,0,0,1,529
Mahmoud Dahoud,midfielder,Dortmund,db4ed67b,22,2018,78,1.2,10,33,0,14,8,87.5,18,0.65,0,42.9,0,1,0,484
Makoto Hasebe,forward,Eint Frankfurt,9ab16552,34,2018,80,0.1,8,92,3,181,5,100.0,0,0.27,0,44.3,0,0,1,1156
Mamadou Sakho,defender,Crystal Palace,87935cf3,28,2018,79,0.4,5,66,2,203,11,81.8,0,-0.06,0,57.0,1,0,0,784
Manolo Gabbiadini,forward,Sampdoria,8f866fe8,26,2018,76,2.0,11,9,0,7,11,54.5,20,0.08,0,38.5,0,0,1,676
Manuel Akanji,defender,Dortmund,89ac64a6,23,2018,83,0.5,9,56,2,143,12,66.7,0,0.52,0,54.3,1,0,0,529
Manuel Gulde,defender,Freiburg,25ab9c9c,27,2018,75,0.9,11,50,0,120,2,50.0,11,-0.45,0,55.2,1,0,0,729
Manuel Lanzini,midfielder,West Ham,26f6dca8,25,2018,80,1.1,7,21,1,6,18,72.2,30,-0.71,0,21.4,0,1,0,625
Manuel Lazzari,defender,SPAL,02caf6e0,24,2018,80,1.4,73,49,1,64,118,54.2,0,-0.11,0,30.0,1,0,0,576
Manuel Locatelli,midfielder,Sassuolo,a8a874f1,20,2018,76,2.5,16,71,1,58,30,70.0,19,-0.15,0,40.0,0,1,0,400
Marc Albrighton,forward,Leicester City,b827d5b3,28,2018,76,1.2,54,58,0,39,55,36.4,25,-0.18,0,45.5,0,0,1,784
Marc Roca,midfielder,Espanyol,da27e268,21,2018,79,1.7,14,107,3,141,40,72.5,0,-0.1,0,51.8,0,1,0,441
Marcel Halstenberg,midfielder,RB Leipzig,8ff2354e,26,2018,80,3.6,38,106,0,60,41,68.3,4,0.73,0,67.0,0,1,0,676
Marcel Sabitzer,midfielder,RB Leipzig,e280527c,24,2018,81,5.1,52,78,0,43,26,57.7,18,0.79,1,37.8,0,1,0,576
Marcelo,defender,Lyon,e3d0b0c4,31,2018,85,2.3,7,110,2,205,8,100.0,0,0.77,1,79.2,1,0,0,961
Marcelo,defender,Real Madrid,603116a7,30,2018,85,1.9,26,51,0,36,49,67.3,8,0.44,0,25.0,1,0,0,900
Marcelo BrozoviД‡,midfielder,Inter,33b8d077,25,2018,81,1.0,25,145,3,84,32,68.8,34,0.67,0,38.3,0,1,0,625
Marco Asensio,forward,Real Madrid,45af8a54,22,2018,83,4.1,30,26,0,6,60,68.3,22,0.38,0,22.2,0,0,1,484
Marco Reus,midfielder,Dortmund,36a3ff67,29,2018,88,15.7,35,41,0,34,59,42.4,0,0.58,0,43.5,0,1,0,841
Marco Richter,midfielder,Augsburg,f972644c,20,2018,73,3.5,23,26,1,9,65,53.8,26,-0.45,0,32.3,0,1,0,400
Marco Verratti,midfielder,Paris S-G,1467af0d,25,2018,86,0.1,18,90,2,33,41,82.9,24,1.5,0,26.7,0,1,0,625
Marcos Alonso,defender,Chelsea,f4290206,27,2018,81,3.4,52,112,0,109,33,51.5,0,0.63,0,55.0,1,0,0,729
Marcos Llorente,midfielder,Real Madrid,02c15616,23,2018,80,0.1,6,23,0,22,8,87.5,11,0.08,0,40.0,0,1,0,529
Marcus Coco,forward,Guingamp,3010aefb,22,2018,75,2.8,29,62,0,13,45,46.7,18,-0.13,0,50.7,0,0,1,484
Marcus Rashford,forward,Manchester Utd,a1d5bd30,20,2018,83,10.7,22,27,0,22,87,48.3,28,0.56,0,38.9,0,0,1,400
Marcus Thuram,forward,Guingamp,6f8cd6d0,20,2018,80,10.0,12,55,0,15,146,69.2,0,-0.29,0,54.2,0,0,1,400
Mariano,forward,Real Madrid,5c4dc0ff,24,2018,79,2.6,3,2,0,2,4,25.0,18,0.43,0,47.8,0,0,1,576
Marius Wolf,midfielder,Dortmund,fa661778,23,2018,75,0.5,18,27,0,17,17,64.7,7,0.28,0,32.1,0,1,0,529
Mark Uth,forward,Schalke 04,a3ddb1b9,26,2018,78,4.7,13,28,0,14,40,45.0,29,-0.31,0,25.5,0,0,1,676
Marko Rog,midfielder,Sevilla,b6b2b820,23,2018,75,0.1,2,20,0,7,14,78.6,17,0.52,0,47.4,0,1,0,529
Marquinhos,forward,Paris S-G,d5f2f82b,24,2018,86,2.0,10,109,1,189,7,85.7,0,1.41,0,63.6,0,0,1,576
Marten de Roon,midfielder,Atalanta,2a1beb34,27,2018,78,1.8,32,155,1,69,16,50.0,37,0.81,0,57.6,0,1,0,729
Martin Braithwaite,forward,LeganГ©s,fd771f95,27,2018,75,5.1,4,8,0,3,33,51.5,26,0.01,0,39.7,0,0,1,729
Martin Terrier,forward,Lyon,5148dcc5,21,2018,76,4.1,11,29,0,15,23,60.9,16,0.93,0,46.9,0,0,1,441
Marvin Plattenhardt,defender,Hertha BSC,f7aa75bd,26,2018,77,0.8,29,34,0,55,19,47.4,0,-0.19,0,37.9,1,0,0,676
Mason Holgate,defender,Everton,d0042ab9,21,2018,75,0.0,3,8,0,28,2,100.0,47,-0.38,0,46.7,1,0,0,441
Mateo KovaДЌiД‡,midfielder,Chelsea,79c0821a,24,2018,82,2.2,14,53,1,25,55,76.4,21,0.27,0,52.6,0,1,0,576
MathГ­as Olivera,forward,Getafe,41c12f75,20,2018,74,0.4,12,34,0,27,23,43.5,18,-0.16,0,46.2,0,0,1,400
Matija NastasiД‡,defender,Schalke 04,f35430a4,25,2018,80,2.0,4,73,1,133,1,100.0,0,-0.2,0,63.9,1,0,0,625
Mats Hummels,defender,Bayern Munich,05d548d8,29,2018,87,2.4,8,60,1,101,11,90.9,0,1.7,0,68.9,1,0,0,841
Matt Ritchie,forward,Newcastle Utd,71ef519e,28,2018,75,5.1,70,121,1,76,32,46.9,9,-0.38,0,33.0,0,0,1,784
Matt Targett,defender,Southampton,e514ab62,22,2018,72,0.5,25,54,0,41,5,20.0,36,-0.56,0,44.7,1,0,0,484
Matteo Darmian,defender,Manchester Utd,96e0490d,28,2018,75,0.0,2,21,0,31,3,33.3,0,-0.49,0,50.0,1,0,0,784
Matthew Lowton,defender,Burnley,9a9c05db,29,2018,75,0.6,20,86,1,103,21,57.1,19,-0.69,0,65.8,1,0,0,841
Matthias Ginter,defender,M'Gladbach,f521b80a,24,2018,81,1.8,8,41,1,146,2,50.0,0,0.0,0,60.4,1,0,0,576
Mattia De Sciglio,defender,Juventus,ae4e2852,25,2018,77,0.3,31,66,1,71,12,58.3,13,0.51,0,64.4,1,0,0,625
Mattia Destro,forward,Bologna,d7d32194,27,2018,75,2.4,1,3,0,5,5,20.0,13,-0.22,0,55.3,0,0,1,729
Mauro Arambarri,midfielder,Getafe,58afe001,22,2018,77,1.3,16,89,0,50,50,68.0,10,0.12,1,54.6,0,1,0,484
Mauro Icardi,forward,Inter,43b78598,25,2018,85,15.2,16,12,1,22,21,42.9,34,0.55,0,47.4,0,0,1,625
Maxime Gonalons,midfielder,Sevilla,b8c1de25,29,2018,75,0.2,10,13,0,22,10,80.0,28,0.48,0,65.5,0,1,0,841
Maxime Lopez,midfielder,Marseille,20094685,20,2018,77,0.5,17,66,0,18,25,52.0,20,0.42,0,31.6,0,1,0,400
Maximilian Arnold,midfielder,Wolfsburg,86e119e0,24,2018,79,2.7,20,87,1,78,30,83.3,0,-0.01,0,36.2,0,1,0,576
Maximilian Eggestein,midfielder,Werder Bremen,beb882a8,21,2018,80,2.1,56,98,0,68,37,40.5,0,-0.19,0,45.7,0,1,0,441
Maximilian MittelstГ¤dt,forward,Hertha BSC,88d4144a,21,2018,73,1.3,30,107,0,72,39,61.5,23,-0.54,0,64.6,0,0,1,441
Maxwel Cornet,forward,Lyon,beb391dd,21,2018,76,7.4,21,19,0,11,52,44.2,23,0.96,0,41.3,0,0,1,441
Maya Yoshida,defender,Southampton,caffaf5a,29,2018,75,1.9,5,58,1,126,3,66.7,0,0.06,0,54.0,1,0,0,841
Mexer,defender,Rennes,ce492295,29,2018,76,0.6,6,53,0,188,13,92.3,0,0.32,0,63.2,1,0,0,841
Michael Keane,defender,Everton,c5b7c315,25,2018,80,2.3,16,84,4,243,7,85.7,0,0.04,0,61.0,1,0,0,625
Michail Antonio,midfielder,West Ham,ac05f970,28,2018,78,7.1,37,41,1,38,104,55.8,24,-0.53,0,43.4,0,1,0,784
Mijat GaД‡inoviД‡,midfielder,Eint Frankfurt,16daec92,23,2018,77,1.5,23,55,0,14,54,50.0,24,0.01,0,27.5,0,1,0,529
Milan Badelj,midfielder,Lazio,e8c930bb,29,2018,79,0.8,12,66,1,26,37,78.4,19,0.09,1,55.2,0,1,0,841
Milan Е kriniar,defender,Inter,30f5ffa9,23,2018,86,1.5,10,91,0,252,11,63.6,0,0.71,1,51.9,1,0,0,529
Milot Rashica,forward,Werder Bremen,6c6a3300,22,2018,79,7.0,30,30,1,8,75,44.0,21,-0.15,0,21.6,0,0,1,484
Mohamed Fares,defender,SPAL,b7a5bc86,22,2018,72,2.9,47,117,2,95,63,55.6,26,-0.14,0,54.7,1,0,0,484
Mohamed Salah,forward,Liverpool,e342ad68,26,2018,90,20.2,40,26,0,5,151,53.0,25,1.16,0,14.3,0,0,1,676
Moise Kean,forward,Juventus,3d50bcdb,18,2018,76,3.6,3,2,0,1,24,37.5,16,0.8,0,63.6,0,0,1,324
Morgan Sanson,midfielder,Marseille,6e7f1353,23,2018,79,2.3,23,112,1,16,57,57.9,25,0.29,0,36.5,0,1,0,529
Morgan Schneiderlin,midfielder,Everton,51b41c5c,28,2018,77,0.1,3,39,0,24,5,40.0,15,0.66,0,54.3,0,1,0,784
Mouctar Diakhaby,defender,Valencia,d2110326,21,2018,77,1.3,5,34,1,143,7,71.4,22,0.26,0,54.5,1,0,0,441
Moussa Sissoko,midfielder,Tottenham,2acd49b9,28,2018,81,0.9,28,52,2,49,62,58.1,8,0.09,0,52.3,0,1,0,784
Myziane Maolida,forward,Nice,706a60e1,19,2018,72,2.5,8,13,0,9,45,42.2,31,-0.07,0,32.1,0,0,1,361
N'Golo KantГ©,midfielder,Chelsea,b9fbae28,27,2018,89,2.9,54,119,1,44,57,56.1,0,0.53,0,39.7,0,1,0,729
Nabil Fekir,midfielder,Lyon,bece776f,25,2018,84,10.2,13,58,0,7,82,57.3,15,0.79,0,29.5,0,1,0,625
Naby KeГЇta,midfielder,Liverpool,f25c8e3a,23,2018,82,2.0,14,49,1,29,43,55.8,17,1.31,0,28.6,0,1,0,529
Nadiem Amiri,midfielder,Hoffenheim,555d5edd,21,2018,78,2.2,7,21,0,7,27,74.1,22,1.54,0,27.3,0,1,0,441
Nampalys Mendy,midfielder,Leicester City,1598599e,26,2018,75,0.1,12,59,2,44,24,66.7,12,0.09,0,34.8,0,1,0,676
Nathan AkГ©,defender,Bournemouth,eaeca114,23,2018,80,3.4,14,98,0,305,5,60.0,0,-0.1,0,56.6,1,0,0,529
Nathan Redmond,midfielder,Southampton,ab651565,24,2018,77,7.6,50,65,1,21,166,54.8,45,-0.14,0,28.1,0,1,0,576
Nemanja MaksimoviД‡,midfielder,Getafe,00b28772,23,2018,78,2.6,18,148,0,58,20,50.0,0,0.08,0,50.9,0,1,0,529
Nemanja MatiД‡,midfielder,Manchester Utd,eb7822d7,29,2018,81,1.3,22,81,4,101,19,94.7,0,0.33,0,62.8,0,1,0,841
