"Player","Pos","Squad","id","Age","Season","RATING","xG","xA","Blocks","Tkl+Int","Err","Def Pen","Att Pen","Att.5","Succ%","TotDist.1","Mn/Sub","onxG","xG+/-90","OG","Recov","Won%","def","mid","forw","Age^2"
"Mahmoud Dahoud","midfielder","Dortmund","db4ed67b","22","2018","78","1.2","1.2","10","33","0","14","10","8","87.5","1909","18","16.1","0.65","0","63","42.9","0","1","0","484"
"Makoto Hasebe","forward","Eint Frankfurt","9ab16552","34","2018","80","0.1","1.1","8","92","3","181","0","5","100","6332","0","49.5","0.27","0","236","44.3","0","0","1","1156"
"Mamadou Sakho","defender","Crystal Palace","87935cf3","28","2018","79","0.4","0.3","5","66","2","203","11","11","81.8","3863","0","32.2","-0.06","0","192","57","1","0","0","784"
"Manolo Gabbiadini","forward","Sampdoria","8f866fe8","26","2018","76","2","1.5","11","9","0","7","41","11","54.5","1181","20","14.3","0.08","0","23","38.5","0","0","1","676"
"Manuel Akanji","defender","Dortmund","89ac64a6","23","2018","83","0.5","0.6","9","56","2","143","17","12","66.7","8650","0","43.2","0.52","0","121","54.3","1","0","0","529"
"Manuel Gulde","defender","Freiburg","25ab9c9c","27","2018","75","0.9","0.3","11","50","0","120","10","2","50","2988","11","26.1","-0.45","0","59","55.2","1","0","0","729"
"Manuel Lanzini","midfielder","West Ham","26f6dca8","25","2018","80","1.1","1.2","7","21","1","6","18","18","72.2","1998","30","8.9","-0.71","0","48","21.4","0","1","0","625"
"Manuel Lazzari","defender","SPAL","02caf6e0","24","2018","80","1.4","5","73","49","1","64","65","118","54.2","10569","0","37.3","-0.11","0","142","30","1","0","0","576"
"Manuel Locatelli","midfielder","Sassuolo","a8a874f1","20","2018","76","2.5","3.3","16","71","1","58","35","30","70","3510","19","27.2","-0.15","0","139","40","0","1","0","400"
"Marc Albrighton","forward","Leicester City","b827d5b3","28","2018","76","1.2","2.3","54","58","0","39","27","55","36.4","3260","25","19.9","-0.18","0","141","45.5","0","0","1","784"
"Marc Roca","midfielder","Espanyol","da27e268","21","2018","79","1.7","2.9","14","107","3","141","17","40","72.5","6007","0","44.8","-0.1","0","236","51.8","0","1","0","441"
"Marcel Halstenberg","midfielder","RB Leipzig","8ff2354e","26","2018","80","3.6","6.6","38","106","0","60","39","41","68.3","3810","4","49.9","0.73","0","162","67","0","1","0","676"
"Marcel Sabitzer","midfielder","RB Leipzig","e280527c","24","2018","81","5.1","5","52","78","0","43","87","26","57.7","3552","18","51.9","0.79","1","185","37.8","0","1","0","576"
"Marcelo","defender","Lyon","e3d0b0c4","31","2018","85","2.3","1.3","7","110","2","205","50","8","100","9407","0","59.9","0.77","1","223","79.2","1","0","0","961"
"Marcelo","defender","Real Madrid","603116a7","30","2018","85","1.9","2.8","26","51","0","36","39","49","67.3","4707","8","38.2","0.44","0","109","25","1","0","0","900"
"Marcelo BrozoviД‡","midfielder","Inter","33b8d077","25","2018","81","1","4.1","25","145","3","84","15","32","68.8","9482","34","49.8","0.67","0","228","38.3","0","1","0","625"
"Marco Asensio","forward","Real Madrid","45af8a54","22","2018","83","4.1","5.1","30","26","0","6","86","60","68.3","6386","22","33.1","0.38","0","76","22.2","0","0","1","484"
"Marco Reus","midfielder","Dortmund","36a3ff67","29","2018","88","15.7","7","35","41","0","34","141","59","42.4","4330","0","48.4","0.58","0","83","43.5","0","1","0","841"
"Marco Richter","midfielder","Augsburg","f972644c","20","2018","73","3.5","1.8","23","26","1","9","62","65","53.8","2592","26","23","-0.45","0","93","32.3","0","1","0","400"
"Marco Verratti","midfielder","Paris S-G","1467af0d","25","2018","86","0.1","5.8","18","90","2","33","13","41","82.9","7479","24","48.2","1.5","0","142","26.7","0","1","0","625"
"Marcos Alonso","defender","Chelsea","f4290206","27","2018","81","3.4","2.6","52","112","0","109","70","33","51.5","7514","0","48.4","0.63","0","212","55","1","0","0","729"
"Marcos Llorente","midfielder","Real Madrid","02c15616","23","2018","80","0.1","0.2","6","23","0","22","2","8","87.5","1850","11","7.8","0.08","0","43","40","0","1","0","529"
"Marcus Coco","forward","Guingamp","3010aefb","22","2018","75","2.8","1.4","29","62","0","13","67","45","46.7","3598","18","22.3","-0.13","0","99","50.7","0","0","1","484"
"Marcus Rashford","forward","Manchester Utd","a1d5bd30","20","2018","83","10.7","3.5","22","27","0","22","139","87","48.3","3933","28","43","0.56","0","61","38.9","0","0","1","400"
"Marcus Thuram","forward","Guingamp","6f8cd6d0","20","2018","80","10","3.3","12","55","0","15","146","146","69.2","7216","0","31.8","-0.29","0","134","54.2","0","0","1","400"
"Mariano","forward","Real Madrid","5c4dc0ff","24","2018","79","2.6","0.8","3","2","0","2","36","4","25","398","18","10.5","0.43","0","3","47.8","0","0","1","576"
"Marius Wolf","midfielder","Dortmund","fa661778","23","2018","75","0.5","1.1","18","27","0","17","18","17","64.7","2170","7","12.7","0.28","0","43","32.1","0","1","0","529"
"Mark Uth","forward","Schalke 04","a3ddb1b9","26","2018","78","4.7","1.1","13","28","0","14","66","40","45","1793","29","17.6","-0.31","0","65","25.5","0","0","1","676"
"Marko Rog","midfielder","Sevilla","b6b2b820","23","2018","75","0.1","0.1","2","20","0","7","2","14","78.6","879","17","5.1","0.52","0","37","47.4","0","1","0","529"
"Marquinhos","forward","Paris S-G","d5f2f82b","24","2018","86","2","2.1","10","109","1","189","29","7","85.7","7625","0","69.3","1.41","0","217","63.6","0","0","1","576"
"Marten de Roon","midfielder","Atalanta","2a1beb34","27","2018","78","1.8","2.6","32","155","1","69","25","16","50","6734","37","62.3","0.81","0","242","57.6","0","1","0","729"
"Martin Braithwaite","forward","LeganГ©s","fd771f95","27","2018","75","5.1","1.2","4","8","0","3","57","33","51.5","1400","26","16.4","0.01","0","44","39.7","0","0","1","729"
"Martin Terrier","forward","Lyon","5148dcc5","21","2018","76","4.1","2.3","11","29","0","15","60","23","60.9","2076","16","35.9","0.93","0","60","46.9","0","0","1","441"
"Marvin Plattenhardt","defender","Hertha BSC","f7aa75bd","26","2018","77","0.8","3.5","29","34","0","55","8","19","47.4","3261","0","32.9","-0.19","0","104","37.9","1","0","0","676"
"Mason Holgate","defender","Everton","d0042ab9","21","2018","75","0","0.1","3","8","0","28","1","2","100","1182","47","4.7","-0.38","0","21","46.7","1","0","0","441"
"Mateo KovaДЌiД‡","midfielder","Chelsea","79c0821a","24","2018","82","2.2","2","14","53","1","25","29","55","76.4","6040","21","26.1","0.27","0","122","52.6","0","1","0","576"
"MathГ­as Olivera","forward","Getafe","41c12f75","20","2018","74","0.4","0.9","12","34","0","27","24","23","43.5","1339","18","12.2","-0.16","0","66","46.2","0","0","1","400"
"Matija NastasiД‡","defender","Schalke 04","f35430a4","25","2018","80","2","0.4","4","73","1","133","23","1","100","3751","0","36.2","-0.2","0","113","63.9","1","0","0","625"
"Mats Hummels","defender","Bayern Munich","05d548d8","29","2018","87","2.4","1.6","8","60","1","101","25","11","90.9","6279","0","50.3","1.7","0","123","68.9","1","0","0","841"
"Matt Ritchie","forward","Newcastle Utd","71ef519e","28","2018","75","5.1","3.7","70","121","1","76","50","32","46.9","4137","9","31.9","-0.38","0","171","33","0","0","1","784"
"Matt Targett","defender","Southampton","e514ab62","22","2018","72","0.5","1.7","25","54","0","41","28","5","20","1157","36","15.3","-0.56","0","56","44.7","1","0","0","484"
"Matteo Darmian","defender","Manchester Utd","96e0490d","28","2018","75","0","0.3","2","21","0","31","0","3","33.3","496","0","4.7","-0.49","0","24","50","1","0","0","784"
"Matthew Lowton","defender","Burnley","9a9c05db","29","2018","75","0.6","0.7","20","86","1","103","6","21","57.1","1641","19","20.6","-0.69","0","127","65.8","1","0","0","841"
"Matthias Ginter","defender","M'Gladbach","f521b80a","24","2018","81","1.8","1","8","41","1","146","41","2","50","8990","0","41.4","0","0","115","60.4","1","0","0","576"
"Mattia De Sciglio","defender","Juventus","ae4e2852","25","2018","77","0.3","1","31","66","1","71","16","12","58.3","3327","13","28.7","0.51","0","98","64.4","1","0","0","625"
"Mattia Destro","forward","Bologna","d7d32194","27","2018","75","2.4","0.6","1","3","0","5","20","5","20","320","13","6.4","-0.22","0","17","55.3","0","0","1","729"
"Mauro Arambarri","midfielder","Getafe","58afe001","22","2018","77","1.3","1.1","16","89","0","50","21","50","68","2242","10","36","0.12","1","166","54.6","0","1","0","484"
"Mauro Icardi","forward","Inter","43b78598","25","2018","85","15.2","1.8","16","12","1","22","153","21","42.9","1384","34","41","0.55","0","43","47.4","0","0","1","625"
"Maxime Gonalons","midfielder","Sevilla","b8c1de25","29","2018","75","0.2","0.1","10","13","0","22","3","10","80","1118","28","9.6","0.48","0","36","65.5","0","1","0","841"
"Maxime Lopez","midfielder","Marseille","20094685","20","2018","77","0.5","3","17","66","0","18","18","25","52","8661","20","34.3","0.42","0","145","31.6","0","1","0","400"
"Maximilian Arnold","midfielder","Wolfsburg","86e119e0","24","2018","79","2.7","3.8","20","87","1","78","24","30","83.3","4937","0","44.7","-0.01","0","207","36.2","0","1","0","576"
"Maximilian Eggestein","midfielder","Werder Bremen","beb882a8","21","2018","80","2.1","4.2","56","98","0","68","57","37","40.5","6037","0","49.6","-0.19","0","213","45.7","0","1","0","441"
"Maximilian MittelstГ¤dt","forward","Hertha BSC","88d4144a","21","2018","73","1.3","1.7","30","107","0","72","23","39","61.5","2956","23","28","-0.54","0","125","64.6","0","0","1","441"
"Maxwel Cornet","forward","Lyon","beb391dd","21","2018","76","7.4","3.1","21","19","0","11","79","52","44.2","2782","23","31.1","0.96","0","51","41.3","0","0","1","441"
"Maya Yoshida","defender","Southampton","caffaf5a","29","2018","75","1.9","0.5","5","58","1","126","21","3","66.7","1248","0","23.1","0.06","0","92","54","1","0","0","841"
"Mexer","defender","Rennes","ce492295","29","2018","76","0.6","0.1","6","53","0","188","13","13","92.3","4601","0","41.4","0.32","0","143","63.2","1","0","0","841"
"Michael Keane","defender","Everton","c5b7c315","25","2018","80","2.3","0.3","16","84","4","243","47","7","85.7","5048","0","42.1","0.04","0","161","61","1","0","0","625"
"Michail Antonio","midfielder","West Ham","ac05f970","28","2018","78","7.1","2.5","37","41","1","38","93","104","55.8","4981","24","29.2","-0.53","0","114","43.4","0","1","0","784"
"Mijat GaД‡inoviД‡","midfielder","Eint Frankfurt","16daec92","23","2018","77","1.5","1.6","23","55","0","14","40","54","50","2661","24","29.8","0.01","0","116","27.5","0","1","0","529"
"Milan Badelj","midfielder","Lazio","e8c930bb","29","2018","79","0.8","0.7","12","66","1","26","4","37","78.4","2441","19","16.8","0.09","1","90","55.2","0","1","0","841"
"Milan Е kriniar","defender","Inter","30f5ffa9","23","2018","86","1.5","0.4","10","91","0","252","35","11","63.6","8449","0","60.9","0.71","1","250","51.9","1","0","0","529"
"Milot Rashica","forward","Werder Bremen","6c6a3300","22","2018","79","7","4.3","30","30","1","8","81","75","44","3752","21","25.4","-0.15","0","80","21.6","0","0","1","484"
"Mohamed Fares","defender","SPAL","b7a5bc86","22","2018","72","2.9","2","47","117","2","95","52","63","55.6","7258","26","37.7","-0.14","0","153","54.7","1","0","0","484"
"Mohamed Salah","forward","Liverpool","e342ad68","26","2018","90","20.2","8.4","40","26","0","5","272","151","53","7481","25","69","1.16","0","121","14.3","0","0","1","676"
"Moise Kean","forward","Juventus","3d50bcdb","18","2018","76","3.6","0.3","3","2","0","1","34","24","37.5","727","16","9.3","0.8","0","17","63.6","0","0","1","324"
"Morgan Sanson","midfielder","Marseille","6e7f1353","23","2018","79","2.3","1.9","23","112","1","16","32","57","57.9","6270","25","36.7","0.29","0","198","36.5","0","1","0","529"
"Morgan Schneiderlin","midfielder","Everton","51b41c5c","28","2018","77","0.1","0.6","3","39","0","24","3","5","40","1361","15","12.5","0.66","0","71","54.3","0","1","0","784"
"Mouctar Diakhaby","defender","Valencia","d2110326","21","2018","77","1.3","0.1","5","34","1","143","16","7","71.4","2396","22","30.3","0.26","0","96","54.5","1","0","0","441"
"Moussa Sissoko","midfielder","Tottenham","2acd49b9","28","2018","81","0.9","1.8","28","52","2","49","37","62","58.1","6301","8","35.9","0.09","0","208","52.3","0","1","0","784"
"Myziane Maolida","forward","Nice","706a60e1","19","2018","72","2.5","1.5","8","13","0","9","45","45","42.2","2083","31","11.8","-0.07","0","41","32.1","0","0","1","361"
"N'Golo KantГ©","midfielder","Chelsea","b9fbae28","27","2018","89","2.9","3.5","54","119","1","44","68","57","56.1","7203","0","52.1","0.53","0","238","39.7","0","1","0","729"
"Nabil Fekir","midfielder","Lyon","bece776f","25","2018","84","10.2","5","13","58","0","7","120","82","57.3","5558","15","43.4","0.79","0","85","29.5","0","1","0","625"
"Naby KeГЇta","midfielder","Liverpool","f25c8e3a","23","2018","82","2","1.9","14","49","1","29","49","43","55.8","5298","17","31.6","1.31","0","113","28.6","0","1","0","529"
"Nadiem Amiri","midfielder","Hoffenheim","555d5edd","21","2018","78","2.2","1.5","7","21","0","7","18","27","74.1","1802","22","22.2","1.54","0","44","27.3","0","1","0","441"
"Nampalys Mendy","midfielder","Leicester City","1598599e","26","2018","75","0.1","0.5","12","59","2","44","3","24","66.7","3746","12","30.1","0.09","0","145","34.8","0","1","0","676"
"Nathan AkГ©","defender","Bournemouth","eaeca114","23","2018","80","3.4","0.9","14","98","0","305","50","5","60","6617","0","53.3","-0.1","0","182","56.6","1","0","0","529"
"Nathan Redmond","midfielder","Southampton","ab651565","24","2018","77","7.6","5.6","50","65","1","21","137","166","54.8","8148","45","45.5","-0.14","0","171","28.1","0","1","0","576"
"Nemanja MaksimoviД‡","midfielder","Getafe","00b28772","23","2018","78","2.6","0.6","18","148","0","58","35","20","50","2177","0","44.2","0.08","0","166","50.9","0","1","0","529"
"Nemanja MatiД‡","midfielder","Manchester Utd","eb7822d7","29","2018","81","1.3","0.9","22","81","4","101","29","19","94.7","5801","0","45.5","0.33","0","207","62.8","0","1","0","841"
"Nico Elvedi","defender","M'Gladbach","48035304","21","2018","78","1.4","0.6","13","88","6","195","21","11","81.8","10353","0","41.9","-0.09","0","157","60.2","1","0","0","441"
"Nico Schulz","defender","Hoffenheim","fa274d97","25","2018","82","2.3","10.3","77","58","0","49","97","104","50","7793","20","61.8","0.59","0","158","32.1","1","0","0","625"
"Nicola Murru","defender","Sampdoria","d183e9d6","23","2018","73","0.4","2.6","50","124","0","125","21","32","50","6134","3","46.3","-0.12","0","194","53.9","1","0","0","529"
"Nicola Sansone","forward","Bologna","7eb97a8e","26","2018","75","1.7","2.2","11","38","0","4","47","31","38.7","2423","16","20.1","0.67","0","58","25","0","0","1","676"
"Nicolas Cozza","defender","Montpellier","8f325097","19","2018","69","0","0.4","10","42","1","41","3","14","57.1","1841","72","14.4","-0.17","0","61","42.4","1","0","0","361"
"Nicolas HГ¶fler","midfielder","Freiburg","5d8e331f","28","2018","72","0.8","0.4","17","77","0","56","13","17","58.8","2820","0","21","-0.64","0","118","50","0","1","0","784"
"Nicolas Pallois","defender","Nantes","779847d6","30","2018","79","1.3","0.2","18","111","0","149","21","29","75.9","3882","0","31.7","0.19","0","189","52.8","1","0","0","900"
"Nicolas PГ©pГ©","forward","Lille","57e3f0c7","23","2018","83","21.1","7.3","28","40","1","12","170","182","55.5","9002","18","57.8","0.51","0","137","53.2","0","0","1","529"
"NicolГІ Barella","midfielder","Cagliari","6928979a","21","2018","80","2.6","4","46","137","0","43","58","67","62.7","8731","0","36.6","-0.58","0","253","28.8","0","1","0","441"
"Niklas Stark","defender","Hertha BSC","aad48be9","23","2018","79","0.8","0.5","10","71","1","163","17","2","50","3340","0","31.2","-0.41","1","76","62.5","1","0","0","529"
"Niklas SГјle","defender","Bayern Munich","e33c06cf","22","2018","85","1.5","1.1","8","68","0","178","23","3","100","8772","21","75.2","1.78","0","185","77.1","1","0","0","484"
"Nikola KaliniД‡","forward","AtlГ©tico Madrid","d4931a5a","30","2018","79","1.8","0.3","7","8","0","0","27","3","0","349","20","9.1","0.55","0","13","44.7","0","0","1","900"
"Nikola MilenkoviД‡","defender","Fiorentina","bee704fc","20","2018","76","2.7","0.5","26","107","0","164","28","13","84.6","4910","0","46.9","0.44","0","144","61.8","1","0","0","400"
"Nils Petersen","forward","Freiburg","f93e6e94","29","2018","78","7.2","1.9","17","42","0","36","82","23","34.8","1323","39","26.6","-0.47","0","54","34.2","0","0","1","841"
"Noah Joel Sarenren Bazee","forward","Hannover 96","fbbc8e15","21","2018","70","0.5","0","4","0","0","3","9","8","25","338","0","3.4","0.26","0","13","0","0","0","1","441"
"Nordi Mukiele","defender","RB Leipzig","ac73ec79","20","2018","77","0.4","1.7","18","62","0","47","15","27","66.7","2380","14","30","1.13","0","78","57.8","1","0","0","400"
"Oleksandr Zinchenko","defender","Manchester City","51cf8561","21","2018","78","0.2","1.5","16","54","1","20","10","13","38.5","3607","0","27.3","1.72","0","74","42.9","1","0","0","441"
"Olivier Giroud","forward","Chelsea","16ceb862","31","2018","82","4.6","0.5","6","6","0","9","74","5","40","336","15","19.5","1.13","0","22","66.1","0","0","1","961"
"Ondrej Duda","midfielder","Hertha BSC","79ca3e23","23","2018","77","7","4.3","41","69","1","25","55","57","66.7","4060","17","41.5","-0.29","0","167","36.9","0","1","0","529"
